"Munic_Id";"Munic_Nome";"UF_Sigla";"UF_Regiao";"year";"MunicOP_OP";"Adopt.pb";"Abandon.pb";"MayorName";"MayorElecNumber";"MayorParty";"ptwin";"ChangeEffect2002";"mindist";"VictoryPTAfter2002";"taxrevenues";"TransferDep";"balsheetrev";"MayorParty2";"ContinuityMayor";"continuitypartpref";"MayorsVulnerability";"legprefpower";"MayorControlCouncil";"YearDummies1996";"YearDummies2000";"YearDummies2004";"YearDummies2008";"YearDummies2012";"population";"GDP";"GDPpp";"Investpp";"InvestPer";"InvestTotal";"Budget";"BudgetPP";"FiscalSpace";"FiscalSpacePer";"DebtPer";"LeftParty";"lag.pb";"MunicOP_OP.Acum";"Capital"
2309607;"PACAJUS";"CE";"NE";2012;0;0;0;"PEDRO JOSE PHILOMENO GOMES FIGUEIREDO";"45";"PSDB";0;1;0,462692677974701;0;0,0497191103045197;0,965812248736432;1,01764797276233;"PSDB";0;1;0,904845351791816;0,2;0;0;0;0;0;1;58281;215758,453281197;3,70203759855179;94,7633944435224;0,0637667920684578;5522905,39156293;86610996,2946502;1486,09317435614;773493,657;0,0203345564586033;0,0136068027143695;0;0;0;0
2309706;"PACATUBA";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2309706;"PACATUBA";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0198397205451999;0,923807950256838;1,4089297943532;NA;NA;NA;NA;NA;NA;1;0;0;0;0;37865;NA;NA;56,1189621775608;0,0915335856075715;2124944,50285334;23214916,0196076;613,096950207517;NA;NA;NA;NA;0;0;0
2309706;"PACATUBA";"CE";"NE";2000;0;0;0;"VALTER DO CARMO FILHO";"45";"PSDB";0;0;NA;0;0,017168082317819;0,897838250949017;1,00062932911969;"PSDB";0;0;0,875137254901961;0;0;0;1;0;0;0;43594;45270,4189106435;1,03845526702398;64,8259401522034;0,116867850606135;2826022,03499515;24181346,8831505;554,694381867929;1300915,85666667;0,139596183340558;0,0218436313078547;0;0;0;0
2309706;"PACATUBA";"CE";"NE";2004;0;0;0;"RAIMUNDO CELIO RODRIGUES";"41";"PSD";0;1;0,107629641890526;0;0,0254317005796743;0,967140172487726;1,01466156895752;"PSD";0;0;0,996074737007379;0,294117647058824;0;0;0;1;0;0;48073;133322,933;2,77334331121419;124,389944079425;0,160482053408763;5979797,78173019;37261473,5088108;775,101897298084;2494824,254;0,120891290939012;0,0163336037897357;0;0;0;0
2309706;"PACATUBA";"CE";"NE";2008;0;0;0;"RAIMUNDO CELIO RODRIGUES";"22";"PL";0;1;0,250212669372559;0;0,0326367372065739;0,925256046647416;0,99027556598705;"PR";1;0;0,154381793478261;0;0;0;0;0;1;0;59071;143447,69722927;2,42839459682873;126,384615901518;0,128147736359037;7465665,64591855;58258271,7263275;986,241501351383;3881744,9435;0,0995713716111465;0,019925871251042;0;0;0;0
2309706;"PACATUBA";"CE";"NE";2012;0;0;0;"JOSÉ ROBERTO FRANKLIN CAVALCANTE";"10";"PRB";0;1;0,277889847755432;0;0,0289797537358517;0,912116064350659;0,934606132862679;"PRB";0;0;0,69612369805648;0,1;0;0;0;0;0;1;70018;236671,262055012;3,38014884822491;120,57635530534;0,093233177948248;8442515,24576927;90552691,9875622;1293,27732850927;2986689,919;0,0450286724311785;0,0146036614773744;0;0;0;0
2311306;"QUIXADÁ";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2311306;"QUIXADÁ";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0196219829269345;0,929864508415875;1,0951266830963;NA;NA;NA;NA;NA;NA;1;0;0;0;0;61634;NA;NA;62,8034864191403;0,0938078788772263;3870830,08195729;41263379,2415598;669,490528629649;NA;NA;NA;NA;0;0;0
2311306;"QUIXADÁ";"CE";"NE";2000;0;0;0;"FRANCISCO MARTINS DE MESQUITA";"45";"PSDB";0;0;NA;0;0,0303845637096324;0,941630168063986;0,858702432203794;"PSDB";0;0;0,838510803854672;0;0;0;1;0;0;0;64442;88866,8514777499;1,37902069268101;47,650164787936;0,0848894425335685;3070671,91926417;36172600,8278345;561,32026982146;1154139,8;0,109256985614074;0,0533801502801437;0;0;0;0
2311306;"QUIXADÁ";"CE";"NE";2004;0;0;0;"JOSÉ ILARIO GONÇALVES MARQUES";"13";"PT";1;1;1,16202330589294;1;0,0310020697212754;0,820701742804724;0,980056487576944;"PT";0;0;0,530250411259368;0,142857142857143;0;0;0;1;0;0;67497;140943,599;2,08814612501296;138,546432133492;0,148370163280034;9351468,52971431;63027958,7417068;933,789038649226;2972032,2345;0,0960908197561089;0,0124187255447394;1;0;0;0
2311306;"QUIXADÁ";"CE";"NE";2008;0;0;0;"JOSE ILARIO GONÇALVES MARQUES";"13";"PT";1;1;0,359011322259903;1;0,0394317639990748;0,849562928731008;0,972183117119582;"PT";1;1;0,77418235877106;0,4;0;0;0;0;1;0;73863;142313,431147486;1,92672151344362;133,338592718178;0,1102429108662;9848788,47394278;89337159,1566203;1209,49811348876;4213052,8;0,0710194388015735;0,0253714050859343;1;0;0;0
2311306;"QUIXADÁ";"CE";"NE";2012;0;0;0;"ROMULO NEPOMUCENO BEZERRA CARNEIRO";"13";"PT";1;1;1,34012222290039;1;0,0530267659356337;0,881971872021659;1,02577326508693;"PT";0;1;0,72202565236621;0,6;1;0;0;0;0;1;79505;187295,293708841;2,35576748265947;96,9077714305374;0,0645359644336926;7704652,36758487;119385406,806789;1501,60878946971;5334067,422;0,0612604043527111;0,0174757822206578;1;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0179278364344209;0,872599709368448;1,04616025898941;NA;NA;NA;NA;NA;NA;1;0;0;0;0;59478;NA;NA;84,8795254705254;0,189176176522714;5048464,41593591;26686576,0199448;448,679781094603;NA;NA;NA;NA;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";2000;0;0;0;"CIRILO ANTONIO PIMENTA LIMA";"45";"PSDB";0;0;NA;0;0,0197001436041453;0,832473425973798;1,01304551455006;"PSDB";0;0;0,250721165599179;0;0;0;1;0;0;0;56697;29064,5455185982;0,512629336977233;147,613502825974;0,181006544686204;8369242,76972424;46237238,4613679;815,514726729243;4359346,02933333;0,255603972095314;0,00527414257834672;0;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";2004;0;0;0;"CIRILO ANTÔNIO PIMENTA LIMA";"45";"PSDB";0;1;1,48127973079681;0;0,0348747438695069;0,863168323755204;1,0493477182003;"PSDB";1;1;0,484995741696308;0,523809523809524;1;0;0;1;0;0;55221;113963,187;2,06376536100397;152,349073561306;0,147128588195518;8412868,19112889;57180377,3441303;1035,48246761432;6295645,0035;0,217976502310953;0,0095068672907625;0;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";2008;1;1;0;"EDMILSON CORREIA DE VASCONCELOS JUNIOR";"45";"PSDB";0;1;0;0;0,0450751183908946;0,742924980390627;0,962593969477103;"PSDB";0;1;0,736093407433845;0,7;1;0;0;0;1;0;59213;133415,473493281;2,25314497649639;194,284644738803;0,129764906408015;11504176,6689187;88653989,6445234;1497,20483077235;9430813,543;0,156490073796043;0,0148945614183958;0;0;0;0
2311405;"QUIXERAMOBIM";"CE";"NE";2012;0;0;1;"EDMILSON CORREIA DE VASCONCELOS JÚNIOR";"15";"PMDB";0;1;1,16029298305511;0;0,0459229386633688;0,759364175838473;1,03194816563911;"PMDB";1;0;0,856963802266119;0,5;1;0;0;0;0;1;72951;168590,257821631;2,3110068103471;377,411309273006;0,191267666482453;27532532,4227751;143947656,857626;1973,21019393327;18689832,8045;0,179870084122828;0,0124145309291382;0;1;1;0
2311801;"RUSSAS";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2311801;"RUSSAS";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0400545838046335;0,889765437279847;1,17368010338056;NA;NA;NA;NA;NA;NA;1;0;0;0;0;47357;NA;NA;50,2762305168072;0,10610344119208;2380931,44858444;22439719,408103;473,841658215323;NA;NA;NA;NA;0;0;0
2311801;"RUSSAS";"CE";"NE";2000;0;0;0;"RAIMUNDO WEBER DE ARAUJO";"12";"PDT";0;0;NA;0;0,0490355194626728;0,849270517606299;1,00314680701434;"PDT";0;0;0,742654028436019;0;0;0;1;0;0;0;51910;68193,2432232887;1,31368220426293;89,4424140484504;0,139670274289096;4642955,71325506;33242261,0099902;640,382604700255;1462282,97466667;0,108651004116214;0,00715269947226196;1;0;0;0
2311801;"RUSSAS";"CE";"NE";2004;0;0;0;"RAIMUNDO WEBER DE ARAÚJO";"41";"PSD";0;1;1,24636209011078;0;0,0377523464844279;0,892393203924486;1,00359632166353;"PSD";1;0;0,587346131768608;0,105263157894737;0;0;0;1;0;0;57244;132362,837;2,31225695269373;111,342774078682;0,141619737494228;6373705,75936008;45005773,009711;786,209436966512;3536471,181;0,172057535401794;0,0205739169797623;0;0;0;0
2311801;"RUSSAS";"CE";"NE";2008;0;0;0;"RAIMUNDO CORDEIRO DE FREITAS";"27";"PSDC";0;1;1,34215700626373;0;0,0630795889427686;0,926027115666362;0,97317148006814;"PSDC";0;0;0,788166119292298;0;0;0;0;0;1;0;62837;176456,87849663;2,80816841186928;77,5149234067918;0,0724509438970177;4870805,24211258;67229010,1428627;1069,89528689884;3508209,7125;0,0776676950575674;0,0113768842813173;0;0;0;0
2311801;"RUSSAS";"CE";"NE";2012;0;0;0;"RAIMUNDO CORDEIRO DE FREITAS";"45";"PSDB";0;1;1,34818994998932;0;0,0488756401868039;0,918582331087029;1,00147095601356;"PSDB";1;0;0,851639950678175;0;0;0;0;0;0;1;67023;225360,768069345;3,36243928307215;109,216420480322;0,0686232109963717;7320012,1498526;106669624,512902;1591,53759922566;7904934,2885;0,0969322638745313;0,00928838844213835;0;0;0;0
2312908;"SOBRAL";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2312908;"SOBRAL";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0417963226575352;0,902404360850158;1,01866680520769;NA;NA;NA;NA;NA;NA;1;0;0;0;0;129027;NA;NA;37,1572558184404;0,0969220404902237;4794289,2464859;49465418,0023118;383,372611951854;NA;NA;NA;NA;0;0;0
2312908;"SOBRAL";"CE";"NE";2000;1;1;0;"CID FERREIRA GOMES";"45";"PSDB";0;0;NA;0;0,0306342568525308;0,774439937304746;0,99545521043659;"PSDB";0;0;0,400913351760606;0;0;0;1;0;0;0;138565;484719,448734362;3,49813768797577;276,425361068884;0,247069383801289;38302880,1565099;155028840,753964;1118,81673405235;26046240,5653333;0,3659386122772;0,0103087592841357;0;0;0;0
2312908;"SOBRAL";"CE";"NE";2004;1;0;0;"CID FERREIRA GOMES";"23";"PPS";0;1;0;0;0,0447445838660756;0,826803150552878;1,06714412152736;"PPS";1;0;0,48992825607064;0;0;0;0;1;0;0;148346;764506,965;5,15353946179877;356,719696881497;0,20760514323272;52917940,1535825;254897057,604507;1718,26040206347;41010890,0655;0,308547893343316;0,0125218309369354;0;1;1;0
2312908;"SOBRAL";"CE";"NE";2008;1;0;0;"JOSÉ LEÔNIDAS DE MENEZES CRISTINO";"23";"PPS";0;1;0;0;0,0531660665475037;0,865897146674893;1,00224394516903;"PPS";0;1;0,634795811992929;0,5;1;0;0;0;1;0;169532;906546,750684168;5,34734888212354;269,133625162038;0,131648999716556;45626761,7409706;346578871,386841;2044,32715585754;50660035,46;0,234652387260404;0,013583281104711;0;1;2;0
2312908;"SOBRAL";"CE";"NE";2012;0;0;1;"JOSÉ LEÔNIDAS DE MENEZES CRISTINO";"40";"PSB";0;1;1,62688386440277;0;0,0621694348035702;0,880342500206853;0,992593995116853;"PSB";1;0;0,33247168882324;0;0;0;0;0;0;1;180046;887859,54383329;4,93129280202443;259,214908002561;0,100871779299838;46670607,3262292;462672589,401864;2569,74656144465;66046265,4935;0,185929277096671;0,011092931696019;1;1;3;0
2313302;"TAUÁ";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2313302;"TAUÁ";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0113160699964234;0,978643389845322;1,09541854914546;NA;NA;NA;NA;NA;NA;1;0;0;0;0;51636;NA;NA;23,0288976929322;0,069559075913245;1189120,16127225;17095111,5387923;331,069632403601;NA;NA;NA;NA;0;0;0
2313302;"TAUÁ";"CE";"NE";2000;0;0;0;"JOAO ANTONIO DA LUZ";"12";"PDT";0;0;NA;0;0,0221884358459487;0,909870771068282;1,08395614594641;"PDT";0;0;0,806388888888889;0;0;0;1;0;0;0;50258;67478,619761103;1,34264435037413;81,1015125367477;0,126376454660861;4075999,81707187;32252841,9396641;641,745432362293;3080855,28133333;0,261231361666211;0,0249456228132553;1;0;0;0
2313302;"TAUÁ";"CE";"NE";2004;0;0;0;"PATRÍCIA PEQUENO COSTA GOMES DE AGUIAR";"15";"PMDB";0;1;2,31764459609985;0;0,0361569428333701;0,835131141668932;1,01700898090192;"PMDB";0;0;0,690455082742317;0;0;0;0;1;0;0;48950;77914,641;1,59171891726251;146,401354922969;0,149849325398135;7166346,32347933;47823680,9170748;976,99041710061;3456224,526;0,159952533157548;0,0120169088417434;0;0;0;0
2313302;"TAUÁ";"CE";"NE";2008;0;0;0;"PATRICIA PEQUENO COSTA GOMES DE AGUIAR";"15";"PMDB";0;1;1,05612003803253;0;0,060486158914895;0,752941384667736;1,01358528503116;"PMDB";1;1;0,83514953384187;0,4;0;0;0;0;1;0;52260;91955,6092853882;1,75957920561401;271,387395166903;0,164541336794075;14182705,2714224;86195393,496603;1649,35693640649;7618746,681;0,130108606815477;0,0102411795166477;0;0;0;0
2313302;"TAUÁ";"CE";"NE";2012;0;0;0;"ODILON SILVEIRA AGUIAR";"15";"PMDB";0;1;1,05612003803253;0;0,0604471136846089;0,830655021940417;1,01157943574496;"PMDB";0;1;0,785241730279898;0,5;1;0;0;0;0;1;56202;121845,280135498;2,16798833022843;245,27596728669;0,122958676893664;13784999,9134465;112110834,808087;1994,78372314307;9625231,09;0,110506313494038;0,0126555700537521;0;0;0;0
2313401;"TIANGUÁ";"CE";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2313401;"TIANGUÁ";"CE";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0127176839143736;0,973688199080696;1,16380201990547;NA;NA;NA;NA;NA;NA;1;0;0;0;0;44764;NA;NA;63,0768035574986;0,13674004517731;2823570,03444787;20649181,6701286;461,289913102685;NA;NA;NA;NA;0;0;0
2313401;"TIANGUÁ";"CE";"NE";2000;0;0;0;"GILBERTO MOITA";"41";"PSD";0;0;NA;0;0,0138241459601049;0,894267560624131;1,04979037810103;"PSD";0;0;0,693211690119066;0;0;0;1;0;0;0;49243;66344,1896393462;1,34728163676759;120,250162964752;0,176061755822316;5921478,77487328;33632964,4516855;682,999907635308;1815933,53066667;0,1246184998206;0,00888674603405175;0;0;0;0
2313401;"TIANGUÁ";"CE";"NE";2004;0;0;0;"LUIZ MENEZES DE LIMA";"45";"PSDB";0;1;0,643595039844513;0;0,0351256803722644;0,919306449191296;0,953412026631667;"PSDB";0;0;0,845833930876237;0,473684210526316;0;0;0;1;0;0;54303;122598,053;2,25766629836289;121,115405213965;0,156755656254088;6576929,84933396;41956571,1789901;772,638181665656;4547348,1125;0,19948121190616;0,0180757290170403;0;0;0;0
2313401;"TIANGUÁ";"CE";"NE";2008;0;0;0;"LUIZ MENEZES DE LIMA";"45";"PSDB";0;1;0,643595039844513;0;0,0338576422948349;0,907715955916774;0,904656510133893;"PSDB";1;1;0,658912224017232;0,3;0;0;0;0;1;0;65285;149226,73528611;2,28577368899609;122,016168858305;0,123691906669501;7965825,58391445;64400540,006217;986,452324518909;5881062,4365;0,149711817199185;0,0138035436221262;0;0;0;0
2313401;"TIANGUÁ";"CE";"NE";2012;0;0;0;"NATALIA FELIX DA FROTA";"15";"PMDB";0;1;1,14061081409454;0;0,0390794615469279;0,983896478616699;0,954234365058295;"PMDB";0;0;0,852559163456247;0,1;0;0;0;0;0;1;67663;196227,453213742;2,90007024834462;189,651366233718;0,132553403962832;12832380,3934721;96809135,1095762;1430,7544021042;7790795,9185;0,109992123222246;0,0101831290130705;0;0;0;0
2400208;"AÇU";"RN";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2400208;"AÇU";"RN";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0418089750386021;0,854169864167329;0,969448069288166;NA;NA;NA;NA;NA;NA;1;0;0;0;0;44393;NA;NA;33,2693815178385;0,0945495928979844;1476927,65372141;15620666,4508324;351,872287316297;NA;NA;NA;NA;0;0;0
2400208;"AÇU";"RN";"NE";2000;0;0;0;"JOSE MARIA DE MACEDO MEDEIROS";"25";"PFL";0;0;NA;0;0,0349191964389697;0,825364949033564;0,927115764194005;"DEM";0;0;0,965118272197463;0;0;0;1;0;0;0;45054;67438,5978070729;1,49683929966425;83,0545060356162;0,140095097969348;3741937,71492865;26709983,2125986;592,843769978217;2550526,52;0,236254205183955;0,0365499957635656;0;0;0;0
2400208;"AÇU";"RN";"NE";2004;0;0;0;"RONALDO DA FONSECA SOARES";"11";"PPB";0;1;1,94707632064819;0;0,0595011233161626;0,947614025927236;1,00202923134805;"PP";0;0;0,618389423076923;0,230769230769231;0;0;0;1;0;0;46746;126684,384;2,71005827236555;86,4751265526852;0,106224607803016;4042366,26583182;38054894,7126077;814,078096791333;3341466,1615;0,1797121334561;0,00400779501885989;0;0;0;0
2400208;"AÇU";"RN";"NE";2008;0;0;0;"RONALDO DA FONSECA SOARES";"11";"PP";0;1;1,49465394020081;0;0,109483044066717;0,935569580767554;1,02708498482148;"PP";1;1;0,932735788113695;0,2;0;0;0;0;1;0;50117;123608,400459784;2,46639664105561;101,148632140227;0,0879576125372938;5069265,99697178;57633055,8633845;1149,97018703004;6277098,249;0,176071643102328;0,00892923097485923;0;0;0;0
2400208;"AÇU";"RN";"NE";2012;0;0;0;"IVAN LOPES JUNIOR";"11";"PP";0;1;1,49465394020081;0;0,110018832736084;0,909155180637508;1,00746931928393;"PP";0;1;0,768271147821134;0,3;0;0;0;0;0;1;52824;161650,771485079;3,06017665237542;174,207072807484;0,110257302055229;9202314,41398256;83462176,5855747;1580,00485736738;8386764,7885;0,132218346930474;0,0130859918760936;0;0;0;0
2402006;"CAICÓ";"RN";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2402006;"CAICÓ";"RN";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0942137485621436;0,857009039795325;1,08092097836973;NA;NA;NA;NA;NA;NA;1;0;0;0;0;51651;NA;NA;59,29224443326;0,109570180458403;3062503,71722231;27950156,7343404;541,134861558157;NA;NA;NA;NA;0;0;0
2402006;"CAICÓ";"RN";"NE";2000;0;0;0;"VIVALDO SILVINO DA COSTA";"22";"PL";0;0;NA;0;0,094284838848643;0,864674965978948;1,05755359915166;"PR";0;0;0,800441361916772;0;0;0;1;0;0;0;52019;134430,082604069;2,58424965116725;58,5564891378386;0,0733979220726606;3046050,00846123;41500493,7802704;797,794916862501;4004925,44866667;0,273349911333949;0;0;0;0;0
2402006;"CAICÓ";"RN";"NE";2004;0;0;0;"ROBERTO MEDEIROS GERMANO";"11";"PPB";0;1;1,44104385375977;0;0,0853627579818633;0,787268228306187;1,01296067764464;"PP";0;0;0,916511367871785;0,214285714285714;0;0;0;1;0;0;53973;153052,285;2,83571943379097;33,0995592865258;0,0388966989158994;1786482,51337166;45928897,9055603;850,960626712621;3144596,7435;0,137472984301724;0,00744228346581872;0;0;0;0
2402006;"CAICÓ";"RN";"NE";2008;0;0;0;"RIVALDO COSTA";"22";"PL";0;1;0,594716012477875;0;0,0835262939955328;0,923886649999877;0,972334832084738;"PR";0;0;0,757103517336338;0;0;0;0;0;1;0;60266;168597,846823432;2,79756159067189;64,9584531708295;0,0591002790171812;3914786,13879321;66239723,4648441;1099,12261415797;8638425,8395;0,2217943840956;0,00738405068675592;0;0;0;0
2402006;"CAICÓ";"RN";"NE";2012;0;0;0;"RIVALDO COSTA";"22";"PR";0;1;0,594716012477875;0;0,0776458072796147;0,929294897007031;0,99695889417343;"PR";1;1;0,981131015892627;0,4;0;0;0;0;0;1;62497;205464,091492981;3,28758326788455;57,1743285645153;0,0413600176141462;3573224,01229651;86393193,6787759;1382,35745201811;6492788,987;0,110536085042337;0,0134264946788177;0;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,0413657872121528;0,930263545286749;1,0309679682617;NA;NA;NA;NA;NA;NA;1;0;0;0;0;52956;NA;NA;47,6922898101173;0,108896181141598;2525592,89918457;23192667,2974926;437,961086515081;NA;NA;NA;NA;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";2000;0;0;0;"ROBERTO PEREIRA VARELA";"25";"PFL";0;0;NA;0;0,0513669397120113;0,907566976791345;1,05457077922293;"DEM";0;0;0,756743965925225;0;0;0;1;0;0;0;57983;67360,2844939717;1,16172472093496;95,2141967833777;0,149637477150912;5520804,77209059;36894532,5543197;636,299131716533;2071562,798;0,108986421425895;4,22990231872371e-06;0;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";2004;0;0;0;"MARIA EDINOLIA CÂMARA DE MELO";"45";"PSDB";0;1;1,65984928607941;0;0,0489413212385435;0,857774662869218;1,00632532080524;"PSDB";0;0;0,964338523092981;0,142857142857143;0;0;0;1;0;0;66861;101972,162;1,52513665664588;116,466051699785;0,128317531660243;7787036,68269935;60685680,1400897;907,639433153702;3152705,1495;0,120099882522626;0,0198096263976707;0;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";2008;0;0;0;"MARIA EDINOLIA CAMARA DE MELO";"45";"PSDB";0;1;0,269224464893341;0;0,0918145920525362;0,8549772855697;1,02179740368449;"PSDB";1;1;0,898908673176335;0;0;0;0;0;1;0;67692;118387,04514069;1,74890748006692;45,0621998463881;0,0372595071238664;3050350,4320017;81867707,5319608;1209,41481315312;3226269,078;0,068799597525827;0,0165254717748292;0;0;0;0
2402600;"CEARÁ-MIRIM";"RN";"NE";2012;0;0;0;"ANTONIO MARCOS DE ABREU PEIXOTO";"22";"PR";0;1;1,4746001958847;0;0,0784651952655291;0,874953779457852;1,00278289892105;"PR";0;0;0,6231100075378;0,2;0;0;0;0;0;1;67416;151829,130608642;2,25212309553581;66,8012680791954;0,0437821750884966;4503474,28882704;102860908,114414;1525,76403397434;-3889395,49;-0,0531560301248216;0,0292731748796819;0;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,116096953565857;0,818036266244586;1,08021176684976;NA;NA;NA;NA;NA;NA;1;0;0;0;0;64493;NA;NA;153,306070654013;0,2169359229687;9887168,41468927;45576446,1661603;706,688263317884;NA;NA;NA;NA;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";2000;0;0;0;"RAIMUNDO MARCIANO DE FREITAS";"11";"PPB";0;0;NA;0;0,123001082627639;0,81966014783093;0,912582596621221;"PP";0;0;0,937122442351413;0;0;0;1;0;0;0;86177;307663,744991503;3,57013756560919;81,3133348437165;0,119689628198718;7007339,25682695;58545918,8259223;679,368263294409;6422493,558;0,207675529786014;0,00182690366240984;0;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";2004;0;0;0;"AGNELO ALVES";"15";"PMDB";0;1;1,45312142372131;0;0,146030956483249;0,80010308710668;1,01330394024067;"PMDB";0;0;0,576433121019108;0,0666666666666667;0;0;0;1;0;0;99372;516374,51;5,19637835607616;168,04046901947;0,165722858836684;16698517,4874028;100761703,03011;1013,9848551917;11794547,932;0,158728764316826;0,0473075272630771;0;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";2008;0;0;0;"AGNELO ALVES";"40";"PSB";0;1;0,131823822855949;0;0,153370332638776;0,822952314207488;1,01722721643336;"PSB";1;0;0,223179723502304;0,166666666666667;0;0;0;0;1;0;156181;695912,430635977;4,45580724054768;351,273823077511;0,233914997610457;54862296,9620688;234539458,873997;1501,71569444425;28417366,9125;0,182611668841714;0,00478083256455889;1;0;0;0
2403251;"PARNAMIRIM";"RN";"NE";2012;0;0;0;"MAURÍCIO MARQUES DOS SANTOS";"12";"PDT";0;1;1,18121480941772;0;0,158640584113154;0,808246869990891;1,0551358272585;"PDT";0;0;0,925044165895516;0,166666666666667;0;0;0;0;0;1;178819;899529,996693647;5,03039384345985;190,221757643473;0,112341073097572;34015264,4800482;302785646,799944;1693,25209737189;17154004,289;0,0694770426343689;0,0109098002399908;1;0;0;0
2407104;"MACAÍBA";"RN";"NE";1992;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
2407104;"MACAÍBA";"RN";"NE";1996;0;0;0;NA;NA;NA;NA;0;NA;NA;0,04646614107381;0,90564496078905;1,0525979502735;NA;NA;NA;NA;NA;NA;1;0;0;0;0;44254;NA;NA;41,1467591119882;0,115455693409056;1820908,67774193;15771493,1501083;356,385708638955;NA;NA;NA;NA;0;0;0
