Munic_Id;year;MunicOP_OP;UF_Id;Munic_Id6;Munic_Nome;lag.pb;MunicOP_OP.Acum;population;MayorElecNumber;MayorParty;MayorName;ptwin;ChangeEffect2002;VictoryPTAfter2002;LeftParty;continuitypartpref;ContinuityMayor;MayorsVulnerability;legprefpower;MayorControlCouncil;CoalitionPref;LeftShare;BudgetPP;Investpp;InvestPer;taxrevenues;TransferDep;balsheetrev;YearDummies1996;YearDummies2000;YearDummies2004;YearDummies2008;YearDummies2012;YearDummies2016
1100049;2016;0;11;110004;CACOAL;0;0;87877;13;PT;FRANCESCO VIALETTO;1;1;1;1;1;1;0,92778801843318;0,166666666666667;0;0,416666666666667;0,333333333333333;1811,08322222758;196,572987743622;0,107854083323544;0,152942960083851;0,637487055699376;0,868836113769883;0;0;0;0;0;1
1100114;1992;0;11;110011;JARU;0;0;52287;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
1100114;1996;0;11;110011;JARU;0;0;53103,5;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0
1100114;2000;0;11;110011;JARU;0;0;46814;12;PDT;ADEMARIO SERAFIM DE ANDRADE;0;0;0;1;0;0;0,969822784810127;0,2;0;;0,333333333333333;784,31424325539;81,5671599486383;0,104907189581519;0,0432029220219452;0,82531896188406;1,05323005363547;0;1;0;0;0;0
1100114;2004;0;11;110011;JARU;0;0;56238;15;PMDB;JOS… AMAURI DOS SANTOS;0;1;0;0;0;0;0,50625537830145;0,2;0;0,4;0,2;1019,03935370094;169,608202310196;0,161611381153743;0,0424707376738052;0,771322382728447;0,966639378982449;0;0;1;0;0;0
1100114;2008;0;11;110011;JARU;0;0;53955;15;PMDB;JOSE AMAURI DOS SANTOS;0;1;0;0;1;1;0,890201834862385;0,2;0;0,6;0,1;1338,58284028325;73,7285869328377;0,0515633417308538;0,0562562606377553;0,920567915134041;0,999030684587907;0;0;0;1;0;0
1100114;2012;0;11;110011;JARU;0;0;51765;15;PMDB;JEAN CARLOS DOS SANTOS;0;1;0;0;1;0;0,718503082399931;0,2;0;0,7;0,4;1851,17107675808;181,022054451878;0,111861396314633;0,0833341183676136;0,781974086849;0,918887980279779;0;0;0;0;1;0
1100114;2016;0;11;110011;JARU;0;0;55806;13;PT;SONIA CORDEIRO DE SOUZA;1;1;1;1;0;0;0,703500392100948;0,2;0;0,333333333333333;0,4;1549,4406617786;62,6910881598879;0,0403530450818288;0,0833011462501418;0,720347493757508;0,794683644889276;0;0;0;0;0;1
1100122;1992;0;11;110012;JI-PARAN¡;0;0;102481;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
1100122;1996;0;11;110012;JI-PARAN¡;0;0;104432,5;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0
1100122;2000;0;11;110012;JI-PARAN¡;0;0;92728;45;PSDB;ILDEMAR KUSSLER;0;0;0;0;0;0;0,651214851214851;0,176470588235294;0;;0,294117647058824;884,513781622356;187,220600854577;0,19885290182336;0,0589377156190945;0,724487905726142;1,00183247322777;0;1;0;0;0;0
1100122;2004;1;11;110012;JI-PARAN¡;0;0;113441;12;PDT;ACIR MARCOS GURGACZ;0;1;0;1;0;0;0,582491122644086;0,117647058823529;0;0,235294117647059;0,352941176470588;928,715588838805;172,293089044521;0,178522239132437;0,0946892256330019;0,799099026489574;0,997115298611824;0;0;1;0;0;0
1100122;2008;0;11;110012;JI-PARAN¡;1;1;110707;25;PFL;JOS√â DE ABREU BIANCO;0;1;0;0;0;0;0,851269272698957;0,0909090909090909;0;0,181818181818182;0,0909090909090909;1391,96119457191;237,654921823411;0,150701441219923;0,104042444951841;0,755336171816583;0,965729616790054;0;0;0;1;0;0
