"FinbraCampo_Id";"FinbraCampo_ArquivoXls";"FinbraCampo_Tabela";"FinbraCampo_Campo";"FinbraCampo_Ano";"FinbraCampo_DataTab";"FinbraCampo_IDMunic"
1;"Finbra89-93.xlsx";"Erros_de_conversao";"Tipo de objeto";NA;0;0
2;"Finbra89-93.xlsx";"Erros_de_conversao";"Nome do objeto";NA;0;0
3;"Finbra89-93.xlsx";"Erros_de_conversao";"Descrição de erro";NA;0;0
4;"Finbra89-93.xlsx";"Quadro1-89";"REGIÕES E MUNICÍPIOS";1989;1;1
5;"Finbra89-93.xlsx";"Quadro1-89";"UF";1989;1;1
6;"Finbra89-93.xlsx";"Quadro1-89";"RECORÇAMENTÁRIA";1989;1;0
7;"Finbra89-93.xlsx";"Quadro1-89";"RECCORRENTE";1989;1;0
8;"Finbra89-93.xlsx";"Quadro1-89";"RECTRIBUTÁRIA";1989;1;0
9;"Finbra89-93.xlsx";"Quadro1-89";"TOTAL";1989;1;0
10;"Finbra89-93.xlsx";"Quadro1-89";"IPTU";1989;1;0
11;"Finbra89-93.xlsx";"Quadro1-89";"ISS";1989;1;0
12;"Finbra89-93.xlsx";"Quadro1-89";"IVVC";1989;1;0
13;"Finbra89-93.xlsx";"Quadro1-89";"TAXAS";1989;1;0
14;"Finbra89-93.xlsx";"Quadro1-89";"PODERDEPOLICIA";1989;1;0
15;"Finbra89-93.xlsx";"Quadro1-89";"PRESTSERVIÇO";1989;1;0
16;"Finbra89-93.xlsx";"Quadro1-90";"MUNICÍPIOS";1990;1;1
17;"Finbra89-93.xlsx";"Quadro1-90";"UF";1990;1;1
18;"Finbra89-93.xlsx";"Quadro1-90";"RECORÇAMENTÁRIA";1990;1;0
19;"Finbra89-93.xlsx";"Quadro1-90";"RECCORRENTE";1990;1;0
20;"Finbra89-93.xlsx";"Quadro1-90";"RECTRIBUTÁRIA";1990;1;0
21;"Finbra89-93.xlsx";"Quadro1-90";"IMPOSTOS";1990;1;0
22;"Finbra89-93.xlsx";"Quadro1-90";"IPTU";1990;1;0
23;"Finbra89-93.xlsx";"Quadro1-90";"ISS";1990;1;0
24;"Finbra89-93.xlsx";"Quadro1-90";"IVVC";1990;1;0
25;"Finbra89-93.xlsx";"Quadro1-90";"TAXAS";1990;1;0
26;"Finbra89-93.xlsx";"Quadro1-90";"PODERDEPOLICIA";1990;1;0
27;"Finbra89-93.xlsx";"Quadro1-90";"PRESTSERVIÇO";1990;1;0
28;"Finbra89-93.xlsx";"Quadro1-91";"REGIÕES E MUNICÍPIOS";1991;1;1
29;"Finbra89-93.xlsx";"Quadro1-91";"UF";1991;1;1
30;"Finbra89-93.xlsx";"Quadro1-91";"RECORÇAMENTARIA";1991;1;0
31;"Finbra89-93.xlsx";"Quadro1-91";"RECCORRENTE";1991;1;0
32;"Finbra89-93.xlsx";"Quadro1-91";"RECTRIBUTÁRIA";1991;1;0
33;"Finbra89-93.xlsx";"Quadro1-91";"TOTAL DE IMPOSTOS";1991;1;0
34;"Finbra89-93.xlsx";"Quadro1-91";"IPTU";1991;1;0
35;"Finbra89-93.xlsx";"Quadro1-91";"ISS";1991;1;0
36;"Finbra89-93.xlsx";"Quadro1-91";"IVVC";1991;1;0
37;"Finbra89-93.xlsx";"Quadro1-91";"TOTAL DE TAXAS";1991;1;0
38;"Finbra89-93.xlsx";"Quadro1-91";"PODERPOLICIA";1991;1;0
39;"Finbra89-93.xlsx";"Quadro1-91";"PRESTSERV";1991;1;0
40;"Finbra89-93.xlsx";"Quadro1-92";"MUNICÍPIOS";1992;1;1
41;"Finbra89-93.xlsx";"Quadro1-92";"UF";1992;1;1
42;"Finbra89-93.xlsx";"Quadro1-92";"RECORÇAMENTÁRIA";1992;1;0
43;"Finbra89-93.xlsx";"Quadro1-92";"RECCORRENTE";1992;1;0
44;"Finbra89-93.xlsx";"Quadro1-92";"RECTRIBUTÁRIA";1992;1;0
45;"Finbra89-93.xlsx";"Quadro1-92";"IMPOSTOS";1992;1;0
46;"Finbra89-93.xlsx";"Quadro1-92";"IPTU";1992;1;0
47;"Finbra89-93.xlsx";"Quadro1-92";"ISS";1992;1;0
48;"Finbra89-93.xlsx";"Quadro1-92";"IVVC";1992;1;0
49;"Finbra89-93.xlsx";"Quadro1-92";"TAXAS";1992;1;0
50;"Finbra89-93.xlsx";"Quadro1-92";"PODERDEPOLÍCIA";1992;1;0
51;"Finbra89-93.xlsx";"Quadro1-92";"PRESTSERVIÇOS";1992;1;0
52;"Finbra89-93.xlsx";"Quadro1-93";"MUNICÍPIOS";1993;1;1
53;"Finbra89-93.xlsx";"Quadro1-93";"UF";1993;1;1
54;"Finbra89-93.xlsx";"Quadro1-93";"RECORÇAMENTÁRIA";1993;1;0
55;"Finbra89-93.xlsx";"Quadro1-93";"RECCORRENTE";1993;1;0
56;"Finbra89-93.xlsx";"Quadro1-93";"RECTRIBUTÁRIA";1993;1;0
57;"Finbra89-93.xlsx";"Quadro1-93";"IMPOSTOS";1993;1;0
58;"Finbra89-93.xlsx";"Quadro1-93";"IPTU";1993;1;0
59;"Finbra89-93.xlsx";"Quadro1-93";"ISS";1993;1;0
60;"Finbra89-93.xlsx";"Quadro1-93";"IVVC";1993;1;0
61;"Finbra89-93.xlsx";"Quadro1-93";"TAXAS";1993;1;0
62;"Finbra89-93.xlsx";"Quadro1-93";"PODERDEPOLÍCIA";1993;1;0
63;"Finbra89-93.xlsx";"Quadro1-93";"PRESTSERVIÇOS";1993;1;0
64;"Finbra89-93.xlsx";"Quadro2-89";"MUNICÍPIOS";1989;1;1
65;"Finbra89-93.xlsx";"Quadro2-89";"UF";1989;1;1
66;"Finbra89-93.xlsx";"Quadro2-89";"RECPATRIMONIAL";1989;1;0
67;"Finbra89-93.xlsx";"Quadro2-89";"RECINDUSTRIAL";1989;1;0
68;"Finbra89-93.xlsx";"Quadro2-89";"RECSERVIÇOS";1989;1;0
69;"Finbra89-93.xlsx";"Quadro2-89";"TRANSFCORRENTES";1989;1;0
70;"Finbra89-93.xlsx";"Quadro2-89";"CPFPM";1989;1;0
71;"Finbra89-93.xlsx";"Quadro2-89";"PARTTRIBUTOEST";1989;1;0
72;"Finbra89-93.xlsx";"Quadro2-89";"CPICMS";1989;1;0
73;"Finbra89-93.xlsx";"Quadro2-89";"DEMAISTRIBUTOEST";1989;1;0
74;"Finbra89-93.xlsx";"Quadro2-89";"DEMAISTRANCORRENTES";1989;1;0
75;"Finbra89-93.xlsx";"Quadro2-89";"DEMAISRECCORRENTES";1989;1;0
76;"Finbra89-93.xlsx";"Quadro2-90";"MUNICÍPIOS";1990;1;1
77;"Finbra89-93.xlsx";"Quadro2-90";"UF";1990;1;1
78;"Finbra89-93.xlsx";"Quadro2-90";"RECPATRIMONIAL";1990;1;0
79;"Finbra89-93.xlsx";"Quadro2-90";"RECINDUSTRIAL";1990;1;0
80;"Finbra89-93.xlsx";"Quadro2-90";"RECSERVIÇOS";1990;1;0
81;"Finbra89-93.xlsx";"Quadro2-90";"TRANSFCORRENTES";1990;1;0
82;"Finbra89-93.xlsx";"Quadro2-90";"CPFPM";1990;1;0
83;"Finbra89-93.xlsx";"Quadro2-90";"PARTTRIBUTOEST";1990;1;0
84;"Finbra89-93.xlsx";"Quadro2-90";"CPICMS";1990;1;0
85;"Finbra89-93.xlsx";"Quadro2-90";"DEMAISTRIBUTOEST";1990;1;0
86;"Finbra89-93.xlsx";"Quadro2-90";"DEMAISTRANCORRENTES";1990;1;0
87;"Finbra89-93.xlsx";"Quadro2-90";"DEMAISRECCORRENTES";1990;1;0
88;"Finbra89-93.xlsx";"Quadro2-91";"MUNICÍPIOS";1991;1;1
89;"Finbra89-93.xlsx";"Quadro2-91";"UF";1991;1;1
90;"Finbra89-93.xlsx";"Quadro2-91";"RECPATRIMONIAL";1991;1;0
91;"Finbra89-93.xlsx";"Quadro2-91";"RECINDUSTRIAL";1991;1;0
92;"Finbra89-93.xlsx";"Quadro2-91";"RECSERVIÇOS";1991;1;0
93;"Finbra89-93.xlsx";"Quadro2-91";"TRANSFCORRENTES";1991;1;0
94;"Finbra89-93.xlsx";"Quadro2-91";"CPFPM";1991;1;0
95;"Finbra89-93.xlsx";"Quadro2-91";"PARTTRIBUTOEST";1991;1;0
96;"Finbra89-93.xlsx";"Quadro2-91";"CPICMS";1991;1;0
97;"Finbra89-93.xlsx";"Quadro2-91";"DEMAISTRIBUTOEST";1991;1;0
98;"Finbra89-93.xlsx";"Quadro2-91";"DEMAISTRANCORRENTES";1991;1;0
99;"Finbra89-93.xlsx";"Quadro2-91";"DEMAISRECCORRENTES";1991;1;0
100;"Finbra89-93.xlsx";"Quadro2-92";"MUNICÍPIOS";1992;1;1
101;"Finbra89-93.xlsx";"Quadro2-92";"UF";1992;1;1
102;"Finbra89-93.xlsx";"Quadro2-92";"RECPATRIMONIAL";1992;1;0
103;"Finbra89-93.xlsx";"Quadro2-92";"RECINDUSTRIAL";1992;1;0
104;"Finbra89-93.xlsx";"Quadro2-92";"RECSERVIÇOS";1992;1;0
105;"Finbra89-93.xlsx";"Quadro2-92";"TRANSFCORRENTES";1992;1;0
106;"Finbra89-93.xlsx";"Quadro2-92";"CPFPM";1992;1;0
107;"Finbra89-93.xlsx";"Quadro2-92";"PARTTRIBUTOEST";1992;1;0
108;"Finbra89-93.xlsx";"Quadro2-92";"CPICMS";1992;1;0
109;"Finbra89-93.xlsx";"Quadro2-92";"DEMAISTRIBUTOEST";1992;1;0
110;"Finbra89-93.xlsx";"Quadro2-92";"DEMAISTRANCORRENTES";1992;1;0
111;"Finbra89-93.xlsx";"Quadro2-92";"DEMAISRECCORRENTES";1992;1;0
112;"Finbra89-93.xlsx";"Quadro2-93";"MUNICÍPIOS";1993;1;1
113;"Finbra89-93.xlsx";"Quadro2-93";"UF";1993;1;1
114;"Finbra89-93.xlsx";"Quadro2-93";"RECPATRIMONIAL";1993;1;0
115;"Finbra89-93.xlsx";"Quadro2-93";"RECINDUSTRIAL";1993;1;0
116;"Finbra89-93.xlsx";"Quadro2-93";"RECSERVIÇOS";1993;1;0
117;"Finbra89-93.xlsx";"Quadro2-93";"TRANSFCORRENTES";1993;1;0
118;"Finbra89-93.xlsx";"Quadro2-93";"CPFPM";1993;1;0
119;"Finbra89-93.xlsx";"Quadro2-93";"PARTTRIBUTOEST";1993;1;0
120;"Finbra89-93.xlsx";"Quadro2-93";"CPICMS";1993;1;0
121;"Finbra89-93.xlsx";"Quadro2-93";"DEMAISTRIBUTOEST";1993;1;0
122;"Finbra89-93.xlsx";"Quadro2-93";"DEMAISTRANCORRENTES";1993;1;0
123;"Finbra89-93.xlsx";"Quadro2-93";"DEMAISRECCORRENTES";1993;1;0
124;"Finbra89-93.xlsx";"Quadro3-89";"MUNICÍPIOS";1989;1;1
125;"Finbra89-93.xlsx";"Quadro3-89";"UF";1989;1;1
126;"Finbra89-93.xlsx";"Quadro3-89";"RECCAPITAL";1989;1;0
127;"Finbra89-93.xlsx";"Quadro3-89";"OPERCREDITO";1989;1;0
128;"Finbra89-93.xlsx";"Quadro3-89";"ALIENBENS";1989;1;0
129;"Finbra89-93.xlsx";"Quadro3-89";"TOTALTRANSFCAPITAL";1989;1;0
130;"Finbra89-93.xlsx";"Quadro3-89";"PRECUNIÃO";1989;1;0
131;"Finbra89-93.xlsx";"Quadro3-89";"PTRIBESTADUAIS";1989;1;0
132;"Finbra89-93.xlsx";"Quadro3-89";"OUTTRAUNIÃO";1989;1;0
133;"Finbra89-93.xlsx";"Quadro3-89";"OUTTRANESTADUAIS";1989;1;0
134;"Finbra89-93.xlsx";"Quadro3-89";"DEMAISTRANCAPITAL";1989;1;0
135;"Finbra89-93.xlsx";"Quadro3-89";"OUTRECCAPITAL";1989;1;0
136;"Finbra89-93.xlsx";"Quadro3-90";"MUNICÍPIOS";1990;1;1
137;"Finbra89-93.xlsx";"Quadro3-90";"UF";1990;1;1
138;"Finbra89-93.xlsx";"Quadro3-90";"RECCAPITAL";1990;1;0
139;"Finbra89-93.xlsx";"Quadro3-90";"OPERCREDITO";1990;1;0
140;"Finbra89-93.xlsx";"Quadro3-90";"ALIENBENS";1990;1;0
141;"Finbra89-93.xlsx";"Quadro3-90";"TOTALTRANSFCAPITAL";1990;1;0
142;"Finbra89-93.xlsx";"Quadro3-90";"PRECUNIÃO";1990;1;0
143;"Finbra89-93.xlsx";"Quadro3-90";"PTRIBESTADUAIS";1990;1;0
144;"Finbra89-93.xlsx";"Quadro3-90";"OUTTRAUNIÃO";1990;1;0
145;"Finbra89-93.xlsx";"Quadro3-90";"OUTTRANESTADUAIS";1990;1;0
146;"Finbra89-93.xlsx";"Quadro3-90";"DEMAISTRANCAPITAL";1990;1;0
147;"Finbra89-93.xlsx";"Quadro3-90";"OUTRECCAPITAL";1990;1;0
148;"Finbra89-93.xlsx";"Quadro3-91";"MUNICÍPIOS";1991;1;1
149;"Finbra89-93.xlsx";"Quadro3-91";"UF";1991;1;1
150;"Finbra89-93.xlsx";"Quadro3-91";"RECCAPITAL";1991;1;0
151;"Finbra89-93.xlsx";"Quadro3-91";"OPERCREDITO";1991;1;0
152;"Finbra89-93.xlsx";"Quadro3-91";"ALIENBENS";1991;1;0
153;"Finbra89-93.xlsx";"Quadro3-91";"TOTALTRANSFCAPITAL";1991;1;0
154;"Finbra89-93.xlsx";"Quadro3-91";"PRECUNIÃO";1991;1;0
155;"Finbra89-93.xlsx";"Quadro3-91";"PTRIBESTADUAIS";1991;1;0
156;"Finbra89-93.xlsx";"Quadro3-91";"OUTTRAUNIÃO";1991;1;0
157;"Finbra89-93.xlsx";"Quadro3-91";"OUTTRANESTADUAIS";1991;1;0
158;"Finbra89-93.xlsx";"Quadro3-91";"DEMAISTRANCAPITAL";1991;1;0
159;"Finbra89-93.xlsx";"Quadro3-91";"OUTRECCAPITAL";1991;1;0
160;"Finbra89-93.xlsx";"Quadro3-91";"OUTTRANSCORRENTES";1991;1;0
161;"Finbra89-93.xlsx";"Quadro3-92";"MUNICÍPIOS";1992;1;1
162;"Finbra89-93.xlsx";"Quadro3-92";"UF";1992;1;1
163;"Finbra89-93.xlsx";"Quadro3-92";"RECCAPITAL";1992;1;0
164;"Finbra89-93.xlsx";"Quadro3-92";"OPERCREDITO";1992;1;0
165;"Finbra89-93.xlsx";"Quadro3-92";"ALIENBENS";1992;1;0
166;"Finbra89-93.xlsx";"Quadro3-92";"TOTALTRANSFCAPITAL";1992;1;0
167;"Finbra89-93.xlsx";"Quadro3-92";"PRECUNIÃO";1992;1;0
168;"Finbra89-93.xlsx";"Quadro3-92";"PTRIBESTADUAIS";1992;1;0
169;"Finbra89-93.xlsx";"Quadro3-92";"OUTTRAUNIÃO";1992;1;0
170;"Finbra89-93.xlsx";"Quadro3-92";"OUTTRANESTADUAIS";1992;1;0
171;"Finbra89-93.xlsx";"Quadro3-92";"DEMAISTRANCAPITAL";1992;1;0
172;"Finbra89-93.xlsx";"Quadro3-92";"OUTRECCAPITAL";1992;1;0
173;"Finbra89-93.xlsx";"Quadro3-93";"MUNICÍPIOS";1993;1;1
174;"Finbra89-93.xlsx";"Quadro3-93";"UF";1993;1;1
175;"Finbra89-93.xlsx";"Quadro3-93";"RECCAPITAL";1993;1;0
176;"Finbra89-93.xlsx";"Quadro3-93";"OPERCREDITO";1993;1;0
177;"Finbra89-93.xlsx";"Quadro3-93";"ALIENBENS";1993;1;0
178;"Finbra89-93.xlsx";"Quadro3-93";"TOTALTRANSFCAPITAL";1993;1;0
179;"Finbra89-93.xlsx";"Quadro3-93";"PRECUNIÃO";1993;1;0
180;"Finbra89-93.xlsx";"Quadro3-93";"PTRIBESTADUAIS";1993;1;0
181;"Finbra89-93.xlsx";"Quadro3-93";"OUTTRAUNIÃO";1993;1;0
182;"Finbra89-93.xlsx";"Quadro3-93";"OUTTRANESTADUAIS";1993;1;0
183;"Finbra89-93.xlsx";"Quadro3-93";"DEMAISTRANCAPITAL";1993;1;0
184;"Finbra89-93.xlsx";"Quadro3-93";"OUTRECCAPITAL";1993;1;0
185;"Finbra89-93.xlsx";"Quadro4-89";"MUNICÍPIOS";1989;1;1
186;"Finbra89-93.xlsx";"Quadro4-89";"UF";1989;1;1
187;"Finbra89-93.xlsx";"Quadro4-89";"DESPESAORÇAMENTÁRIA";1989;1;0
188;"Finbra89-93.xlsx";"Quadro4-89";"DESPESACORRENTE";1989;1;0
189;"Finbra89-93.xlsx";"Quadro4-89";"DESPESACUSTEIO";1989;1;0
190;"Finbra89-93.xlsx";"Quadro4-89";"PESSOAL";1989;1;0
191;"Finbra89-93.xlsx";"Quadro4-89";"SERTERCEIROS";1989;1;0
192;"Finbra89-93.xlsx";"Quadro4-89";"TRANSCORRENTE";1989;1;0
193;"Finbra89-93.xlsx";"Quadro4-89";"DESPESACAPITAL";1989;1;0
194;"Finbra89-93.xlsx";"Quadro4-89";"INVESTIMENTOS";1989;1;0
195;"Finbra89-93.xlsx";"Quadro4-89";"INVERFINANCEIRAS";1989;1;0
196;"Finbra89-93.xlsx";"Quadro4-89";"TRASNCAPITAL";1989;1;0
197;"Finbra89-93.xlsx";"Quadro4-90";"MUNICÍPIOS";1990;1;1
198;"Finbra89-93.xlsx";"Quadro4-90";"UF";1990;1;1
199;"Finbra89-93.xlsx";"Quadro4-90";"DESPESAORÇAMENTÁRIA";1990;1;0
200;"Finbra89-93.xlsx";"Quadro4-90";"DESPESACORRENTE";1990;1;0
201;"Finbra89-93.xlsx";"Quadro4-90";"DESPESACUSTEIO";1990;1;0
202;"Finbra89-93.xlsx";"Quadro4-90";"PESSOAL";1990;1;0
203;"Finbra89-93.xlsx";"Quadro4-90";"SERVTERCEIROS";1990;1;0
204;"Finbra89-93.xlsx";"Quadro4-90";"TRANSCORRENTES";1990;1;0
205;"Finbra89-93.xlsx";"Quadro4-90";"DESPESACAPITAL";1990;1;0
206;"Finbra89-93.xlsx";"Quadro4-90";"INVESTIMENTOS";1990;1;0
207;"Finbra89-93.xlsx";"Quadro4-90";"INVERFINANCEIRAS";1990;1;0
208;"Finbra89-93.xlsx";"Quadro4-90";"TRANSCAPITAL";1990;1;0
209;"Finbra89-93.xlsx";"Quadro4-91";"MUNICÍPIOS";1991;1;1
210;"Finbra89-93.xlsx";"Quadro4-91";"UF";1991;1;1
211;"Finbra89-93.xlsx";"Quadro4-91";"DESPESAORÇAMENTÁRIA";1991;1;0
212;"Finbra89-93.xlsx";"Quadro4-91";"DESPESACORRENTE";1991;1;0
213;"Finbra89-93.xlsx";"Quadro4-91";"DESPESACUSTEIO";1991;1;0
214;"Finbra89-93.xlsx";"Quadro4-91";"PESSOAL";1991;1;0
215;"Finbra89-93.xlsx";"Quadro4-91";"SERTERCEIROS";1991;1;0
216;"Finbra89-93.xlsx";"Quadro4-91";"TRANSCORRENTE";1991;1;0
217;"Finbra89-93.xlsx";"Quadro4-91";"DESPESACAPITAL";1991;1;0
218;"Finbra89-93.xlsx";"Quadro4-91";"INVESTIMENTOS";1991;1;0
219;"Finbra89-93.xlsx";"Quadro4-91";"INVERFINANCEIRAS";1991;1;0
220;"Finbra89-93.xlsx";"Quadro4-91";"TRASNCAPITAL";1991;1;0
221;"Finbra89-93.xlsx";"Quadro4-92";"MUNICÍPIOS";1992;1;1
222;"Finbra89-93.xlsx";"Quadro4-92";"UF";1992;1;1
223;"Finbra89-93.xlsx";"Quadro4-92";"DESPESAORÇAMENTÁRIA";1992;1;0
224;"Finbra89-93.xlsx";"Quadro4-92";"DESPESACORRENTE";1992;1;0
225;"Finbra89-93.xlsx";"Quadro4-92";"DESPESACUSTEIO";1992;1;0
226;"Finbra89-93.xlsx";"Quadro4-92";"PESSOAL";1992;1;0
227;"Finbra89-93.xlsx";"Quadro4-92";"SERTERCEIROS";1992;1;0
228;"Finbra89-93.xlsx";"Quadro4-92";"TRANSCORRENTE";1992;1;0
229;"Finbra89-93.xlsx";"Quadro4-92";"DESPESACAPITAL";1992;1;0
230;"Finbra89-93.xlsx";"Quadro4-92";"INVESTIMENTOS";1992;1;0
231;"Finbra89-93.xlsx";"Quadro4-92";"INVERFINANCEIRAS";1992;1;0
232;"Finbra89-93.xlsx";"Quadro4-92";"TRASNCAPITAL";1992;1;0
233;"Finbra89-93.xlsx";"Quadro4-93";"MUNICÍPIOS";1993;1;1
234;"Finbra89-93.xlsx";"Quadro4-93";"UF";1993;1;1
235;"Finbra89-93.xlsx";"Quadro4-93";"DESPESAORÇAMENTÁRIA";1993;1;0
236;"Finbra89-93.xlsx";"Quadro4-93";"DESPESACORRENTE";1993;1;0
237;"Finbra89-93.xlsx";"Quadro4-93";"DESPESACUSTEIO";1993;1;0
238;"Finbra89-93.xlsx";"Quadro4-93";"PESSOAL";1993;1;0
239;"Finbra89-93.xlsx";"Quadro4-93";"SERTERCEIROS";1993;1;0
240;"Finbra89-93.xlsx";"Quadro4-93";"TRANSCORRENTE";1993;1;0
241;"Finbra89-93.xlsx";"Quadro4-93";"DESPESACAPITAL";1993;1;0
242;"Finbra89-93.xlsx";"Quadro4-93";"INVESTIMENTOS";1993;1;0
243;"Finbra89-93.xlsx";"Quadro4-93";"INVERFINANCEIRAS";1993;1;0
244;"Finbra89-93.xlsx";"Quadro4-93";"TRASNCAPITAL";1993;1;0
245;"Finbra89-93.xlsx";"REFERENCIA_MONETARIA";"ano";NA;0;0
246;"Finbra89-93.xlsx";"REFERENCIA_MONETARIA";"moeda";NA;0;0
247;"Finbra89-93.xlsx";"ugmunicipios";"UG";NA;0;1
248;"Finbra89-93.xlsx";"ugmunicipios";"município";NA;0;1
249;"Finbra89-93.xlsx";"ugmunicipios";"uf";NA;0;1
250;"Finbra94-96.xlsx";"~TMPCLP289781";"CodIBGE";NA;0;1
251;"Finbra94-96.xlsx";"~TMPCLP289781";"MUNICIPIOS";NA;0;1
252;"Finbra94-96.xlsx";"~TMPCLP289781";"Populacao";NA;0;0
253;"Finbra94-96.xlsx";"~TMPCLP289781";"UF";NA;0;1
254;"Finbra94-96.xlsx";"~TMPCLP289781";"SAFEM";NA;0;0
255;"Finbra94-96.xlsx";"~TMPCLP289781";"Campo6";NA;0;0
256;"Finbra94-96.xlsx";"~TMPCLP289781";"Campo7";NA;0;0
257;"Finbra94-96.xlsx";"~TMPCLP289781";"Campo8";NA;0;0
258;"Finbra94-96.xlsx";"~TMPCLP289781";"Campo9";NA;0;0
259;"Finbra94-96.xlsx";"~TMPCLP289781";"Campo10";NA;0;0
260;"Finbra94-96.xlsx";"dez";"UF";NA;0;1
261;"Finbra94-96.xlsx";"dez";"MUNICÍPIOS";NA;0;1
262;"Finbra94-96.xlsx";"Erros_de_conversao";"Tipo de objeto";NA;0;0
263;"Finbra94-96.xlsx";"Erros_de_conversao";"Nome do objeto";NA;0;0
264;"Finbra94-96.xlsx";"Erros_de_conversao";"Descrição de erro";NA;0;0
265;"Finbra94-96.xlsx";"IBGExSTNxMUNxUF";"IBGE";NA;0;0
266;"Finbra94-96.xlsx";"IBGExSTNxMUNxUF";"UG";NA;0;1
267;"Finbra94-96.xlsx";"IBGExSTNxMUNxUF";"NOME";NA;0;1
268;"Finbra94-96.xlsx";"IBGExSTNxMUNxUF";"uf";NA;0;1
269;"Finbra94-96.xlsx";"IGPM";"MÊS/ANO";NA;0;0
270;"Finbra94-96.xlsx";"IGPM";"ÍNDICE";NA;0;0
271;"Finbra94-96.xlsx";"IGPM";"ACUMULADO";NA;0;0
272;"Finbra94-96.xlsx";"MAISDE50";"pop1";NA;0;0
273;"Finbra94-96.xlsx";"MAISDE50";"município";NA;0;1
274;"Finbra94-96.xlsx";"MAISDE50";"UF";NA;0;1
275;"Finbra94-96.xlsx";"MUN";"UF";NA;0;1
276;"Finbra94-96.xlsx";"MUN";"MUNICÍPIOS";NA;0;1
277;"Finbra94-96.xlsx";"MUN";"RECCORRENTES";NA;0;0
278;"Finbra94-96.xlsx";"MUNCOM_66%_DA_REC_COR";"UF";NA;0;1
279;"Finbra94-96.xlsx";"MUNCOM_66%_DA_REC_COR";"MUNICÍPIOS";NA;0;1
280;"Finbra94-96.xlsx";"MUNCOM_66%_DA_REC_COR";"RECCORRENTES";NA;0;0
281;"Finbra94-96.xlsx";"MUNFINAL";"município";NA;0;1
282;"Finbra94-96.xlsx";"MUNFINAL";"UF";NA;0;1
283;"Finbra94-96.xlsx";"oito";"UF";NA;0;1
284;"Finbra94-96.xlsx";"oito";"MUNICÍPIOS";NA;0;1
285;"Finbra94-96.xlsx";"oito";"RECCORRENTES";NA;0;0
286;"Finbra94-96.xlsx";"po1";"CodIBGE";NA;0;1
287;"Finbra94-96.xlsx";"po1";"MUNICIPIOS";NA;0;1
288;"Finbra94-96.xlsx";"po1";"Populacao";NA;0;0
289;"Finbra94-96.xlsx";"po1";"UF";NA;0;1
290;"Finbra94-96.xlsx";"po1";"SAFEM";NA;0;0
291;"Finbra94-96.xlsx";"po1";"pop1";NA;0;0
292;"Finbra94-96.xlsx";"pop1";"CodIBGE";NA;0;1
293;"Finbra94-96.xlsx";"pop1";"MUNICIPIOS";NA;0;1
294;"Finbra94-96.xlsx";"pop1";"Populacao";NA;0;0
295;"Finbra94-96.xlsx";"pop1";"UF";NA;0;1
296;"Finbra94-96.xlsx";"pop1";"SAFEM";NA;0;0
297;"Finbra94-96.xlsx";"pop1";"Campo6";NA;0;0
298;"Finbra94-96.xlsx";"pop1";"Campo7";NA;0;0
299;"Finbra94-96.xlsx";"pop1";"Campo8";NA;0;0
300;"Finbra94-96.xlsx";"pop1";"Campo9";NA;0;0
301;"Finbra94-96.xlsx";"pop1";"Campo10";NA;0;0
302;"Finbra94-96.xlsx";"popcef";"pop1";NA;0;0
303;"Finbra94-96.xlsx";"popcef";"município";NA;0;1
304;"Finbra94-96.xlsx";"popcef";"UF";NA;0;1
305;"Finbra94-96.xlsx";"Populacao96";"SAFEM";NA;0;0
306;"Finbra94-96.xlsx";"Populacao96";"CodIBGE";NA;0;1
307;"Finbra94-96.xlsx";"Populacao96";"MUNICIPIOS";NA;0;1
308;"Finbra94-96.xlsx";"Populacao96";"Populacao";NA;0;0
309;"Finbra94-96.xlsx";"Populacao96";"UF";NA;0;1
310;"Finbra94-96.xlsx";"Quadro1-94";"MUNICÍPIOS";1994;1;1
311;"Finbra94-96.xlsx";"Quadro1-94";"UF";1994;1;1
312;"Finbra94-96.xlsx";"Quadro1-94";"RECORÇAMENTARIAS";1994;1;0
313;"Finbra94-96.xlsx";"Quadro1-94";"RECCORRENTES";1994;1;0
314;"Finbra94-96.xlsx";"Quadro1-94";"RECTRIBUTÁRIAS";1994;1;0
315;"Finbra94-96.xlsx";"Quadro1-94";"RECPATRIMONIAL";1994;1;0
316;"Finbra94-96.xlsx";"Quadro1-94";"RECINDUSTRIAL";1994;1;0
317;"Finbra94-96.xlsx";"Quadro1-94";"TRANSFCORRENTES";1994;1;0
318;"Finbra94-96.xlsx";"Quadro1-94";"OUTRECORRENTES";1994;1;0
319;"Finbra94-96.xlsx";"Quadro1-94";"RECCAPITAL";1994;1;0
320;"Finbra94-96.xlsx";"Quadro1-94";"OPERCRÉDITO";1994;1;0
321;"Finbra94-96.xlsx";"Quadro1-94";"ALIENBENS";1994;1;0
322;"Finbra94-96.xlsx";"Quadro1-94";"TRANSFCAPITAL";1994;1;0
323;"Finbra94-96.xlsx";"Quadro1-94";"OUTRECCAPITAL";1994;1;0
324;"Finbra94-96.xlsx";"Quadro1-95";"MUNICÍPIOS";1995;1;1
325;"Finbra94-96.xlsx";"Quadro1-95";"UF";1995;1;1
326;"Finbra94-96.xlsx";"Quadro1-95";"RECORÇAMENTÁRIA";1995;1;0
327;"Finbra94-96.xlsx";"Quadro1-95";"TOTALRECCOR";1995;1;0
