"FinbraCampo_Id";"FinbraCampo_ArquivoXls";"FinbraCampo_Tabela";"FinbraCampo_Campo";"FinbraCampo_Ano";"FinbraCampo_DataTab";"FinbraCampo_IDMunic"
2441;"Finbra2004.xlsx";"Despesa";"IAD Diarias Civil";2004;1;0
2442;"Finbra2004.xlsx";"Despesa";"IAD Out Desp Variáveis PM";2004;1;0
2443;"Finbra2004.xlsx";"Despesa";"IAD Aux Fin Pesquisadores";2004;1;0
2444;"Finbra2004.xlsx";"Despesa";"IAD Material Consumo";2004;1;0
2445;"Finbra2004.xlsx";"Despesa";"IAD Pass Desp Locomoção";2004;1;0
2446;"Finbra2004.xlsx";"Despesa";"IAD Serv Consultoria";2004;1;0
2447;"Finbra2004.xlsx";"Despesa";"IAD Out Serv Teceiros PF";2004;1;0
2448;"Finbra2004.xlsx";"Despesa";"IAD Locação Mão-de-Obra";2004;1;0
2449;"Finbra2004.xlsx";"Despesa";"IAD Out Serv Teceiros PJ";2004;1;0
2450;"Finbra2004.xlsx";"Despesa";"IAD Obras e Instalações";2004;1;0
2451;"Finbra2004.xlsx";"Despesa";"IAD Equipam Mat Perm";2004;1;0
2452;"Finbra2004.xlsx";"Despesa";"IAD Aquisição de Imóveis";2004;1;0
2453;"Finbra2004.xlsx";"Despesa";"IAD Sentenças Judiciais";2004;1;0
2454;"Finbra2004.xlsx";"Despesa";"IAD Desp Exerc Anteriores";2004;1;0
2455;"Finbra2004.xlsx";"Despesa";"IAD Inden e Restituições";2004;1;0
2456;"Finbra2004.xlsx";"Despesa";"Inversões Financeiras";2004;1;0
2457;"Finbra2004.xlsx";"Despesa";"IF Transf EstDF";2004;1;0
2458;"Finbra2004.xlsx";"Despesa";"IF Transf Municipios";2004;1;0
2459;"Finbra2004.xlsx";"Despesa";"IF Transf Privada SFL";2004;1;0
2460;"Finbra2004.xlsx";"Despesa";"IF Transf Exterior";2004;1;0
2461;"Finbra2004.xlsx";"Despesa";"IF Aplicações Diretas";2004;1;0
2462;"Finbra2004.xlsx";"Despesa";"IFAD Aquisição Imóveis";2004;1;0
2463;"Finbra2004.xlsx";"Despesa";"IFAD Aquis Prod Revenda";2004;1;0
2464;"Finbra2004.xlsx";"Despesa";"IFAD Aquis Titulos Credito";2004;1;0
2465;"Finbra2004.xlsx";"Despesa";"IFAD Aquis Tit Cap Integral";2004;1;0
2466;"Finbra2004.xlsx";"Despesa";"IFAD Const Aum Capital";2004;1;0
2467;"Finbra2004.xlsx";"Despesa";"IFAD Concessao Emprestimo";2004;1;0
2468;"Finbra2004.xlsx";"Despesa";"IFAD Dep Compulsorios";2004;1;0
2469;"Finbra2004.xlsx";"Despesa";"IFAD Sentenças Judiciais";2004;1;0
2470;"Finbra2004.xlsx";"Despesa";"IFAD Desp Exerc Anteriores";2004;1;0
2471;"Finbra2004.xlsx";"Despesa";"IFAD  Inden e Restituições";2004;1;0
2472;"Finbra2004.xlsx";"Despesa";"Amortização da Dívida";2004;1;0
2473;"Finbra2004.xlsx";"Despesa";"AD Aplicações diretas";2004;1;0
2474;"Finbra2004.xlsx";"Despesa";"ADAD PrincipalDivContratual";2004;1;0
2475;"Finbra2004.xlsx";"Despesa";"ADAD PrincipalDivMobiliaria";2004;1;0
2476;"Finbra2004.xlsx";"Despesa";"ADAD CorreçãoDivContratua";2004;1;0
2477;"Finbra2004.xlsx";"Despesa";"ADAD CorreçãoDivMobiliaria";2004;1;0
2478;"Finbra2004.xlsx";"Despesa";"ADAD CorreçãoDivARO";2004;1;0
2479;"Finbra2004.xlsx";"Despesa";"ADAD PrincCorrigidoDivCont";2004;1;0
2480;"Finbra2004.xlsx";"Despesa";"ADAD PrincCorrigidoDivMob";2004;1;0
2481;"Finbra2004.xlsx";"Despesa";"ADAD Sentenças Judiciais";2004;1;0
2482;"Finbra2004.xlsx";"Despesa";"ADAD Desp Exerc Anteriores";2004;1;0
2483;"Finbra2004.xlsx";"Despesa";"ADAD  Inden e Restituições";2004;1;0
2484;"Finbra2004.xlsx";"Despesa";"SUPERAVIT ou DEFICIT";2004;1;0
2485;"Finbra2004.xlsx";"DFuncao";"UF";2004;0;1
2486;"Finbra2004.xlsx";"DFuncao";"Cod Mun";2004;0;1
2487;"Finbra2004.xlsx";"DFuncao";"Despesas por Função";2004;0;0
2488;"Finbra2004.xlsx";"DFuncao";"Legislativa";2004;0;0
2489;"Finbra2004.xlsx";"DFuncao";"Ação Legislativa";2004;0;0
2490;"Finbra2004.xlsx";"DFuncao";"Controle Externo";2004;0;0
2491;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções  1";2004;0;0
2492;"Finbra2004.xlsx";"DFuncao";"Judiciária";2004;0;0
2493;"Finbra2004.xlsx";"DFuncao";"Ação Judiciária";2004;0;0
2494;"Finbra2004.xlsx";"DFuncao";"Defesa do Interesse Público";2004;0;0
2495;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 2";2004;0;0
2496;"Finbra2004.xlsx";"DFuncao";"Essencial à Justiça";2004;0;0
2497;"Finbra2004.xlsx";"DFuncao";"Defesa da Ordem Jurídica";2004;0;0
2498;"Finbra2004.xlsx";"DFuncao";"Representação Juridica";2004;0;0
2499;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 3";2004;0;0
2500;"Finbra2004.xlsx";"DFuncao";"Administração";2004;0;0
2501;"Finbra2004.xlsx";"DFuncao";"Planejamento e Orçamento";2004;0;0
2502;"Finbra2004.xlsx";"DFuncao";"Administração Geral";2004;0;0
2503;"Finbra2004.xlsx";"DFuncao";"Administração Financeira";2004;0;0
2504;"Finbra2004.xlsx";"DFuncao";"Controle Interno";2004;0;0
2505;"Finbra2004.xlsx";"DFuncao";"Normatização e Fiscalização";2004;0;0
2506;"Finbra2004.xlsx";"DFuncao";"Tecnologia da Informação";2004;0;0
2507;"Finbra2004.xlsx";"DFuncao";"Ordenamento Territorial";2004;0;0
2508;"Finbra2004.xlsx";"DFuncao";"Formação de Recursos Humanos";2004;0;0
2509;"Finbra2004.xlsx";"DFuncao";"Administração de Receitas";2004;0;0
2510;"Finbra2004.xlsx";"DFuncao";"Administração de Concessões";2004;0;0
2511;"Finbra2004.xlsx";"DFuncao";"Comunicação Social";2004;0;0
2512;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 4";2004;0;0
2513;"Finbra2004.xlsx";"DFuncao";"Defesa Nacional";2004;0;0
2514;"Finbra2004.xlsx";"DFuncao";"Defesa Aérea";2004;0;0
2515;"Finbra2004.xlsx";"DFuncao";"Defesa Naval";2004;0;0
2516;"Finbra2004.xlsx";"DFuncao";"Defesa Terrestre";2004;0;0
2517;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 5";2004;0;0
2518;"Finbra2004.xlsx";"DFuncao";"Segurança Pública";2004;0;0
2519;"Finbra2004.xlsx";"DFuncao";"Policiamento";2004;0;0
2520;"Finbra2004.xlsx";"DFuncao";"Defesa Civil";2004;0;0
2521;"Finbra2004.xlsx";"DFuncao";"Informação e Inteligência";2004;0;0
2522;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 6";2004;0;0
2523;"Finbra2004.xlsx";"DFuncao";"Relações Exteriores";2004;0;0
2524;"Finbra2004.xlsx";"DFuncao";"Relações Diplomáticas";2004;0;0
2525;"Finbra2004.xlsx";"DFuncao";"Cooperação Internacional";2004;0;0
2526;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 7";2004;0;0
2527;"Finbra2004.xlsx";"DFuncao";"Assistência Social";2004;0;0
2528;"Finbra2004.xlsx";"DFuncao";"Assistência ao Idoso";2004;0;0
2529;"Finbra2004.xlsx";"DFuncao";"Assistência ao Deficiência";2004;0;0
2530;"Finbra2004.xlsx";"DFuncao";"Assistência à Criança";2004;0;0
2531;"Finbra2004.xlsx";"DFuncao";"Assistência Comunitária";2004;0;0
2532;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 8";2004;0;0
2533;"Finbra2004.xlsx";"DFuncao";"Previdência Social";2004;0;0
2534;"Finbra2004.xlsx";"DFuncao";"Previdência Básica";2004;0;0
2535;"Finbra2004.xlsx";"DFuncao";"Previdência do Regime Estatutário";2004;0;0
2536;"Finbra2004.xlsx";"DFuncao";"Previdência Complementar";2004;0;0
2537;"Finbra2004.xlsx";"DFuncao";"Previdência Especial";2004;0;0
2538;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 9";2004;0;0
2539;"Finbra2004.xlsx";"DFuncao";"Saúde";2004;0;0
2540;"Finbra2004.xlsx";"DFuncao";"Atenção Básica";2004;0;0
2541;"Finbra2004.xlsx";"DFuncao";"Assistência Hospitalar";2004;0;0
2542;"Finbra2004.xlsx";"DFuncao";"Suporte Profilático";2004;0;0
2543;"Finbra2004.xlsx";"DFuncao";"Vigilância Sanitária";2004;0;0
2544;"Finbra2004.xlsx";"DFuncao";"Vigilância Epidemiológica";2004;0;0
2545;"Finbra2004.xlsx";"DFuncao";"Alimentação e Nutrição";2004;0;0
2546;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 10";2004;0;0
2547;"Finbra2004.xlsx";"DFuncao";"Trabalho";2004;0;0
2548;"Finbra2004.xlsx";"DFuncao";"Proteção ao Trabalhador";2004;0;0
2549;"Finbra2004.xlsx";"DFuncao";"Relações de Trabalho";2004;0;0
2550;"Finbra2004.xlsx";"DFuncao";"Empregabilidade";2004;0;0
2551;"Finbra2004.xlsx";"DFuncao";"Fomento ao Trabalho";2004;0;0
2552;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 11";2004;0;0
2553;"Finbra2004.xlsx";"DFuncao";"Educação";2004;0;0
2554;"Finbra2004.xlsx";"DFuncao";"Ensino Fundamental";2004;0;0
2555;"Finbra2004.xlsx";"DFuncao";"Ensino Médio";2004;0;0
2556;"Finbra2004.xlsx";"DFuncao";"Ensino Profissional";2004;0;0
2557;"Finbra2004.xlsx";"DFuncao";"Ensino Superior";2004;0;0
2558;"Finbra2004.xlsx";"DFuncao";"Educação Infantil";2004;0;0
2559;"Finbra2004.xlsx";"DFuncao";"Educação de Jovens e Adultos";2004;0;0
2560;"Finbra2004.xlsx";"DFuncao";"Educação Especial";2004;0;0
2561;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 12";2004;0;0
2562;"Finbra2004.xlsx";"DFuncao";"Cultura";2004;0;0
2563;"Finbra2004.xlsx";"DFuncao";"Patrimônio Cultural";2004;0;0
2564;"Finbra2004.xlsx";"DFuncao";"Difusão Cultural";2004;0;0
2565;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 13";2004;0;0
2566;"Finbra2004.xlsx";"DFuncao";"Direitos da Cidadania";2004;0;0
2567;"Finbra2004.xlsx";"DFuncao";"Custódia e Reintegração Social";2004;0;0
2568;"Finbra2004.xlsx";"DFuncao";"Direitos Humanos";2004;0;0
2569;"Finbra2004.xlsx";"DFuncao";"Assistência Povos Indígenas";2004;0;0
2570;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 14";2004;0;0
2571;"Finbra2004.xlsx";"DFuncao";"Urbanismo";2004;0;0
2572;"Finbra2004.xlsx";"DFuncao";"Infra-Estrutura Urbana";2004;0;0
2573;"Finbra2004.xlsx";"DFuncao";"Serviços Urbanos";2004;0;0
2574;"Finbra2004.xlsx";"DFuncao";"Transportes Coletivos Urbanos";2004;0;0
2575;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 15";2004;0;0
2576;"Finbra2004.xlsx";"DFuncao";"Habitação";2004;0;0
2577;"Finbra2004.xlsx";"DFuncao";"Habitação Rural";2004;0;0
2578;"Finbra2004.xlsx";"DFuncao";"Habitação Urbana";2004;0;0
2579;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 16";2004;0;0
2580;"Finbra2004.xlsx";"DFuncao";"Saneamento";2004;0;0
2581;"Finbra2004.xlsx";"DFuncao";"Saneamento Básico Rural";2004;0;0
2582;"Finbra2004.xlsx";"DFuncao";"Saneamento Básico Urbano";2004;0;0
2583;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 17";2004;0;0
2584;"Finbra2004.xlsx";"DFuncao";"Gestão Ambiental";2004;0;0
2585;"Finbra2004.xlsx";"DFuncao";"Preservação Ambiental";2004;0;0
2586;"Finbra2004.xlsx";"DFuncao";"Controle Ambiental";2004;0;0
2587;"Finbra2004.xlsx";"DFuncao";"Recuperação Areas Degradadas";2004;0;0
2588;"Finbra2004.xlsx";"DFuncao";"Recursos Hídricos";2004;0;0
2589;"Finbra2004.xlsx";"DFuncao";"Meteorologia";2004;0;0
2590;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 18";2004;0;0
2591;"Finbra2004.xlsx";"DFuncao";"Ciência e Tecnologia";2004;0;0
2592;"Finbra2004.xlsx";"DFuncao";"Desenvolvimento Científico";2004;0;0
2593;"Finbra2004.xlsx";"DFuncao";"Desenvolvimento Tecnológico";2004;0;0
2594;"Finbra2004.xlsx";"DFuncao";"Difusão do Conhecimento Científico";2004;0;0
2595;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 19";2004;0;0
2596;"Finbra2004.xlsx";"DFuncao";"Agricultura";2004;0;0
2597;"Finbra2004.xlsx";"DFuncao";"Promoção da Produção Vegetal";2004;0;0
2598;"Finbra2004.xlsx";"DFuncao";"Promoção da Produção Animal";2004;0;0
2599;"Finbra2004.xlsx";"DFuncao";"Defesa Sanitária Vegetal";2004;0;0
2600;"Finbra2004.xlsx";"DFuncao";"Defesa Sanitária Animal";2004;0;0
2601;"Finbra2004.xlsx";"DFuncao";"Abastecimento";2004;0;0
2602;"Finbra2004.xlsx";"DFuncao";"Extensão Rural";2004;0;0
2603;"Finbra2004.xlsx";"DFuncao";"Irrigação";2004;0;0
2604;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 20";2004;0;0
2605;"Finbra2004.xlsx";"DFuncao";"Organização Agrária";2004;0;0
2606;"Finbra2004.xlsx";"DFuncao";"Reforma Agrária";2004;0;0
2607;"Finbra2004.xlsx";"DFuncao";"Colonização";2004;0;0
2608;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 21";2004;0;0
2609;"Finbra2004.xlsx";"DFuncao";"Indústria";2004;0;0
2610;"Finbra2004.xlsx";"DFuncao";"Promoção Industrial";2004;0;0
2611;"Finbra2004.xlsx";"DFuncao";"Produção Industrial";2004;0;0
2612;"Finbra2004.xlsx";"DFuncao";"Mineração";2004;0;0
2613;"Finbra2004.xlsx";"DFuncao";"Propriedade Industrial";2004;0;0
2614;"Finbra2004.xlsx";"DFuncao";"Normalização e Qualidade";2004;0;0
2615;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 22";2004;0;0
2616;"Finbra2004.xlsx";"DFuncao";"Comércio e Serviços";2004;0;0
2617;"Finbra2004.xlsx";"DFuncao";"Promoção Comercial";2004;0;0
2618;"Finbra2004.xlsx";"DFuncao";"Comercialização";2004;0;0
2619;"Finbra2004.xlsx";"DFuncao";"Comércio Exterior";2004;0;0
2620;"Finbra2004.xlsx";"DFuncao";"Serviços Financeiros";2004;0;0
2621;"Finbra2004.xlsx";"DFuncao";"Turismo";2004;0;0
2622;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 23";2004;0;0
2623;"Finbra2004.xlsx";"DFuncao";"Comunicações";2004;0;0
2624;"Finbra2004.xlsx";"DFuncao";"Comunicações Postais";2004;0;0
2625;"Finbra2004.xlsx";"DFuncao";"Telecomunicações";2004;0;0
2626;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 24";2004;0;0
2627;"Finbra2004.xlsx";"DFuncao";"Energia";2004;0;0
2628;"Finbra2004.xlsx";"DFuncao";"Conservação de Energia";2004;0;0
2629;"Finbra2004.xlsx";"DFuncao";"Energia Elétrica";2004;0;0
2630;"Finbra2004.xlsx";"DFuncao";"Petróleo";2004;0;0
2631;"Finbra2004.xlsx";"DFuncao";"Álcool";2004;0;0
2632;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 25";2004;0;0
2633;"Finbra2004.xlsx";"DFuncao";"Transporte";2004;0;0
2634;"Finbra2004.xlsx";"DFuncao";"Transporte Aéreo";2004;0;0
2635;"Finbra2004.xlsx";"DFuncao";"Transporte Rodoviário";2004;0;0
2636;"Finbra2004.xlsx";"DFuncao";"Transporte Ferroviário";2004;0;0
2637;"Finbra2004.xlsx";"DFuncao";"Transporte Hidroviário";2004;0;0
2638;"Finbra2004.xlsx";"DFuncao";"Transportes Especiais";2004;0;0
2639;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 26";2004;0;0
2640;"Finbra2004.xlsx";"DFuncao";"Desporto e Lazer";2004;0;0
2641;"Finbra2004.xlsx";"DFuncao";"Desporto de Rendimento";2004;0;0
2642;"Finbra2004.xlsx";"DFuncao";"Desporto Comunitário";2004;0;0
2643;"Finbra2004.xlsx";"DFuncao";"Lazer";2004;0;0
2644;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 27";2004;0;0
2645;"Finbra2004.xlsx";"DFuncao";"Encargos Especiais";2004;0;0
2646;"Finbra2004.xlsx";"DFuncao";"Refinanciamento da Dívida Interna";2004;0;0
2647;"Finbra2004.xlsx";"DFuncao";"Refinanciamento da Dívida Externa";2004;0;0
2648;"Finbra2004.xlsx";"DFuncao";"Serviço da Dívida Interna";2004;0;0
2649;"Finbra2004.xlsx";"DFuncao";"Serviço da Dívida Externa";2004;0;0
2650;"Finbra2004.xlsx";"DFuncao";"Transferências";2004;0;0
2651;"Finbra2004.xlsx";"DFuncao";"Outros Encargos Especiais";2004;0;0
2652;"Finbra2004.xlsx";"DFuncao";"Demais Subfunções 28";2004;0;0
2653;"Finbra2004.xlsx";"Passivo";"CD_UF";2004;0;1
2654;"Finbra2004.xlsx";"Passivo";"CD_MUN";2004;0;1
2655;"Finbra2004.xlsx";"Passivo";"Passivo";2004;0;0
2656;"Finbra2004.xlsx";"Passivo";"Passivo Financeiro";2004;0;0
2657;"Finbra2004.xlsx";"Passivo";"Depositos";2004;0;0
2658;"Finbra2004.xlsx";"Passivo";"Consignacoes";2004;0;0
2659;"Finbra2004.xlsx";"Passivo";"Depositos Diversos";2004;0;0
2660;"Finbra2004.xlsx";"Passivo";"Obrigac em Circulacao";2004;0;0
2661;"Finbra2004.xlsx";"Passivo";"Restos a pagar Processados";2004;0;0
2662;"Finbra2004.xlsx";"Passivo";"Fornecedores Ex";2004;0;0
2663;"Finbra2004.xlsx";"Passivo";"Fornecedores Ant";2004;0;0
2664;"Finbra2004.xlsx";"Passivo";"Convenios a pagar";2004;0;0
2665;"Finbra2004.xlsx";"Passivo";"Pessoal a pagar Ex";2004;0;0
2666;"Finbra2004.xlsx";"Passivo";"Pesoal a pagar Ant";2004;0;0
2667;"Finbra2004.xlsx";"Passivo";"Precatórios";2004;0;0
2668;"Finbra2004.xlsx";"Passivo";"Encargos Sociais RC";2004;0;0
2669;"Finbra2004.xlsx";"Passivo";"Provisoes Diversas";2004;0;0
2670;"Finbra2004.xlsx";"Passivo";"Obrigacoes Tributarias";2004;0;0
2671;"Finbra2004.xlsx";"Passivo";"Debitos Divers aPG";2004;0;0
2672;"Finbra2004.xlsx";"Passivo";"Restos a Pagar NP";2004;0;0
2673;"Finbra2004.xlsx";"Passivo";"Restos a Liquidar";2004;0;0
2674;"Finbra2004.xlsx";"Passivo";"Credores diversos";2004;0;0
2675;"Finbra2004.xlsx";"Passivo";"Adiantamentos recebidos";2004;0;0
2676;"Finbra2004.xlsx";"Passivo";"Outras Obrig a PG";2004;0;0
2677;"Finbra2004.xlsx";"Passivo";"PF Valores Pendentes";2004;0;0
2678;"Finbra2004.xlsx";"Passivo";"PF a Curto Prazo";2004;0;0
2679;"Finbra2004.xlsx";"Passivo";"Passivo Nao Financeiro";2004;0;0
2680;"Finbra2004.xlsx";"Passivo";"Obrigacoes em circ";2004;0;0
2681;"Finbra2004.xlsx";"Passivo";"Diferido";2004;0;0
2682;"Finbra2004.xlsx";"Passivo";"Provisoes";2004;0;0
2683;"Finbra2004.xlsx";"Passivo";"Opc Internas";2004;0;0
2684;"Finbra2004.xlsx";"Passivo";"Opc Externas";2004;0;0
2685;"Finbra2004.xlsx";"Passivo";"Adiantam Div Receb";2004;0;0
2686;"Finbra2004.xlsx";"Passivo";"Precatórios Obrig Circul";2004;0;0
2687;"Finbra2004.xlsx";"Passivo";"Outros Debitos a Pagar";2004;0;0
2688;"Finbra2004.xlsx";"Passivo";"Val Pend Curto Prazo";2004;0;0
2689;"Finbra2004.xlsx";"Passivo";"Exigivel Longo Prazo";2004;0;0
2690;"Finbra2004.xlsx";"Passivo";"Dep Exig Longo P";2004;0;0
2691;"Finbra2004.xlsx";"Passivo";"Obrig ex longo P";2004;0;0
2692;"Finbra2004.xlsx";"Passivo";"LP OPC Internas";2004;0;0
2693;"Finbra2004.xlsx";"Passivo";"LP OPC Externas";2004;0;0
2694;"Finbra2004.xlsx";"Passivo";"Obrig Legais e Trib";2004;0;0
2695;"Finbra2004.xlsx";"Passivo";"LP Obrig a Pagar";2004;0;0
2696;"Finbra2004.xlsx";"Passivo";"Outras Exigibilidades";2004;0;0
2697;"Finbra2004.xlsx";"Passivo";"Result Futuros";2004;0;0
2698;"Finbra2004.xlsx";"Passivo";"Passivo Real";2004;0;0
2699;"Finbra2004.xlsx";"Passivo";"Patrimonio Liquido";2004;0;0
2700;"Finbra2004.xlsx";"Passivo";"Patrim Capital";2004;0;0
2701;"Finbra2004.xlsx";"Passivo";"Reservas";2004;0;0
2702;"Finbra2004.xlsx";"Passivo";"Resultado Acumulado";2004;0;0
2703;"Finbra2004.xlsx";"Passivo";"Passivo Compensado";2004;0;0
2704;"Finbra2004.xlsx";"Pop_Ibge";"CD_UF";2004;0;1
2705;"Finbra2004.xlsx";"Pop_Ibge";"CD_MUN";2004;0;1
2706;"Finbra2004.xlsx";"Pop_Ibge";"2000";2004;0;0
2707;"Finbra2004.xlsx";"Receita";"CD_UF";2004;1;1
2708;"Finbra2004.xlsx";"Receita";"CD_MUN";2004;1;1
2709;"Finbra2004.xlsx";"Receita";"Rec Orçamentária";2004;1;0
2710;"Finbra2004.xlsx";"Receita";"Rec Correntes";2004;1;0
2711;"Finbra2004.xlsx";"Receita";"Rec Tributária";2004;1;0
2712;"Finbra2004.xlsx";"Receita";"Impostos";2004;1;0
2713;"Finbra2004.xlsx";"Receita";"Imp s Patrimonio e Renda";2004;1;0
2714;"Finbra2004.xlsx";"Receita";"IPTU";2004;1;0
2715;"Finbra2004.xlsx";"Receita";"Imp s Renda e Proventos";2004;1;0
2716;"Finbra2004.xlsx";"Receita";"IRRF";2004;1;0
2717;"Finbra2004.xlsx";"Receita";"ITBI";2004;1;0
2718;"Finbra2004.xlsx";"Receita";"Imp s Produção e Circulação";2004;1;0
2719;"Finbra2004.xlsx";"Receita";"ISSQN";2004;1;0
2720;"Finbra2004.xlsx";"Receita";"Taxas";2004;1;0
2721;"Finbra2004.xlsx";"Receita";"Tx Poder de Policia";2004;1;0
2722;"Finbra2004.xlsx";"Receita";"Tx Prestação de Servicos";2004;1;0
2723;"Finbra2004.xlsx";"Receita";"Contr de Melhoria";2004;1;0
2724;"Finbra2004.xlsx";"Receita";"Rec de Contribuição";2004;1;0
2725;"Finbra2004.xlsx";"Receita";"Contribuições Sociais";2004;1;0
2726;"Finbra2004.xlsx";"Receita";"Contribuições Econômicas";2004;1;0
2727;"Finbra2004.xlsx";"Receita";"Rec Patrimonial";2004;1;0
2728;"Finbra2004.xlsx";"Receita";"Rec Imobiliárias";2004;1;0
2729;"Finbra2004.xlsx";"Receita";"Rec Valores Mobiliários";2004;1;0
2730;"Finbra2004.xlsx";"Receita";"Rec Concessões e Permissões";2004;1;0
2731;"Finbra2004.xlsx";"Receita";"Outras rec Patrimoniais";2004;1;0
2732;"Finbra2004.xlsx";"Receita";"Rec Agropecuária";2004;1;0
2733;"Finbra2004.xlsx";"Receita";"Rec Industrial";2004;1;0
2734;"Finbra2004.xlsx";"Receita";"Rec de Serviços";2004;1;0
2735;"Finbra2004.xlsx";"Receita";"Rec Transf Correntes";2004;1;0
2736;"Finbra2004.xlsx";"Receita";"Transf Cor Intergovern";2004;1;0
2737;"Finbra2004.xlsx";"Receita";"Transf Intergov da União";2004;1;0
2738;"Finbra2004.xlsx";"Receita";"Participação Rec União";2004;1;0
2739;"Finbra2004.xlsx";"Receita";"Cota FPM";2004;1;0
2740;"Finbra2004.xlsx";"Receita";"Cota ITR";2004;1;0
2741;"Finbra2004.xlsx";"Receita";"Cota IOF Ouro";2004;1;0
2742;"Finbra2004.xlsx";"Receita";"Outras Transf da União";2004;1;0
2743;"Finbra2004.xlsx";"Receita";"LC 87_96 ICMS";2004;1;0
2744;"Finbra2004.xlsx";"Receita";"Demais Transfer União";2004;1;0
2745;"Finbra2004.xlsx";"Receita";"Transf Uni CompFinanc";2004;1;0
2746;"Finbra2004.xlsx";"Receita";"Cota Royalties Excedente";2004;1;0
2747;"Finbra2004.xlsx";"Receita";"Cota Royalties Part Especial";2004;1;0
2748;"Finbra2004.xlsx";"Receita";"Comp Extrac Mineral";2004;1;0
2749;"Finbra2004.xlsx";"Receita";"Cota Petróleo";2004;1;0
2750;"Finbra2004.xlsx";"Receita";"Outras Transf U ComFin";2004;1;0
2751;"Finbra2004.xlsx";"Receita";"SUS União";2004;1;0
2752;"Finbra2004.xlsx";"Receita";"FNAS";2004;1;0
2753;"Finbra2004.xlsx";"Receita";"FNDE";2004;1;0
2754;"Finbra2004.xlsx";"Receita";"Transf Intergov Estado";2004;1;0
2755;"Finbra2004.xlsx";"Receita";"Participação Rec Estados";2004;1;0
2756;"Finbra2004.xlsx";"Receita";"Cota ICMS";2004;1;0
2757;"Finbra2004.xlsx";"Receita";"Cota IPVA";2004;1;0
2758;"Finbra2004.xlsx";"Receita";"Cota IPI Exportação";2004;1;0
2759;"Finbra2004.xlsx";"Receita";"Cota CIDE";2004;1;0
2760;"Finbra2004.xlsx";"Receita";"SUS Estado";2004;1;0
2761;"Finbra2004.xlsx";"Receita";"Outras Part Rec Estado";2004;1;0
2762;"Finbra2004.xlsx";"Receita";"Transf Est CompFinanc";2004;1;0
2763;"Finbra2004.xlsx";"Receita";"Cota ComFin Rec Hidricos";2004;1;0
2764;"Finbra2004.xlsx";"Receita";"Cota ComFin Rec Minerais";2004;1;0
2765;"Finbra2004.xlsx";"Receita";"Cota Royalties Produção";2004;1;0
2766;"Finbra2004.xlsx";"Receita";"Outras Transf E CompFin";2004;1;0
2767;"Finbra2004.xlsx";"Receita";"Transf Est Saude Fundo";2004;1;0
2768;"Finbra2004.xlsx";"Receita";"Outras Transf Estados";2004;1;0
2769;"Finbra2004.xlsx";"Receita";"Transf dos Municípios";2004;1;0
2770;"Finbra2004.xlsx";"Receita";"SUS Municípios";2004;1;0
2771;"Finbra2004.xlsx";"Receita";"Out Transf Municípios";2004;1;0
2772;"Finbra2004.xlsx";"Receita";"Transf Multigovernamentais";2004;1;0
2773;"Finbra2004.xlsx";"Receita";"Transf Multigov FUNDEF";2004;1;0
2774;"Finbra2004.xlsx";"Receita";"Transf Multigov FUNDEF Comp";2004;1;0
2775;"Finbra2004.xlsx";"Receita";"Outras Transf Multigov";2004;1;0
2776;"Finbra2004.xlsx";"Receita";"Transf Instit Privadas";2004;1;0
2777;"Finbra2004.xlsx";"Receita";"Transf Exterior";2004;1;0
2778;"Finbra2004.xlsx";"Receita";"Transf Pessoas";2004;1;0
2779;"Finbra2004.xlsx";"Receita";"Transf Convênios";2004;1;0
2780;"Finbra2004.xlsx";"Receita";"Transf Convênios União";2004;1;0
2781;"Finbra2004.xlsx";"Receita";"TrConvUn SUS";2004;1;0
2782;"Finbra2004.xlsx";"Receita";"TrConvUn Educação";2004;1;0
