"Munic_Id";"UG";"Munic_Nome";"UF_Sigla"
"2408904";"981777";"PARELHAS";"RN"
"2408953";"980422";"RIO DO FOGO";"RN"
"2409100";"981781";"PASSA E FICA";"RN"
"2409209";"981783";"PASSAGEM";"RN"
"2409308";"981785";"PATU";"RN"
"2409332";"980424";"SANTA MARIA";"RN"
"2409407";"981787";"PAU DOS FERROS";"RN"
"2409506";"981789";"PEDRA GRANDE";"RN"
"2409605";"981791";"PEDRA PRETA";"RN"
"2409704";"981793";"PEDRO AVELINO";"RN"
"2409803";"981795";"PEDRO VELHO";"RN"
"2409902";"981797";"PENDENCIAS";"RN"
"2410009";"981799";"PILOES";"RN"
"2410108";"981801";"POCO BRANCO";"RN"
"2410207";"981803";"PORTALEGRE";"RN"
"2410256";"980426";"PORTO DO MANGUE";"RN"
"2410306";"981805";"SERRA CAIADA";"RN"
"2410405";"981807";"PUREZA";"RN"
"2410504";"981809";"RAFAEL FERNANDES";"RN"
"2410603";"981893";"RAFAEL GODEIRO";"RN"
"2410702";"981811";"RIACHO DA CRUZ";"RN"
"2410801";"981813";"RIACHO DE SANTANA";"RN"
"2410900";"981815";"RIACHUELO";"RN"
"2411007";"981817";"RODOLFO FERNANDES";"RN"
"2411056";"980428";"TIBAU";"RN"
"2411106";"981819";"RUY BARBOSA";"RN"
"2411205";"981823";"SANTA CRUZ";"RN"
"2411403";"981827";"SANTANA DO MATOS";"RN"
"2411429";"981825";"SANTANA DO SERIDO";"RN"
"2411502";"981829";"SANTO ANTONIO";"RN"
"2411601";"981831";"SAO BENTO DO NORTE";"RN"
"2411700";"981833";"SAO BENTO DO TRAIRI";"RN"
"2411809";"981835";"SAO FERNANDO";"RN"
"2411908";"981821";"SAO FRANCISCO DO OESTE";"RN"
"2412005";"981837";"SAO GONCALO DO AMARANTE";"RN"
"2412104";"981839";"SAO JOAO DO SABUGI";"RN"
"2412203";"981841";"SAO JOSE DE MIPIBU";"RN"
"2412302";"981843";"SAO JOSE DO CAMPESTRE";"RN"
"2412401";"981845";"SAO JOSE DO SERIDO";"RN"
"2412500";"981847";"SAO MIGUEL";"RN"
"2412559";"980430";"SAO MIGUEL DO GOSTOSO";"RN"
"2412609";"981849";"SAO PAULO DO POTENGI";"RN"
"2412708";"981851";"SAO PEDRO";"RN"
"2412807";"981853";"SAO RAFAEL";"RN"
"2412906";"981855";"SAO TOME";"RN"
"2413003";"981857";"SAO VICENTE";"RN"
"2413102";"981859";"SENADOR ELOI DE SOUZA";"RN"
"2413201";"981861";"SENADOR GEORGINO AVELINO";"RN"
"2413300";"981863";"SERRA DE SAO BENTO";"RN"
"2413359";"981927";"SERRA DO MEL";"RN"
"2413409";"981865";"SERRA NEGRA DO NORTE";"RN"
"2413508";"981867";"SERRINHA";"RN"
"2413557";"980432";"SERRINHA DOS PINTOS";"RN"
"2413607";"981869";"SEVERIANO MELO";"RN"
"2413706";"981871";"SITIO NOVO";"RN"
"2413805";"981873";"TABOLEIRO GRANDE";"RN"
"2413904";"981875";"TAIPU";"RN"
"2414001";"981877";"TANGARA";"RN"
"2414100";"981879";"TENENTE ANANIAS";"RN"
"2414159";"980434";"TENENTE LAURENTINO CRUZ";"RN"
"2414209";"981881";"TIBAU DO SUL";"RN"
"2414308";"981883";"TIMBAUBA DOS BATISTAS";"RN"
"2414407";"981885";"TOUROS";"RN"
"2414456";"980436";"TRIUNFO POTIGUAR";"RN"
"2414506";"981887";"UMARIZAL";"RN"
"2414605";"981889";"UPANEMA";"RN"
"2414704";"981891";"VARZEA";"RN"
"2414753";"980438";"VENHA-VER";"RN"
"2414803";"981895";"VERA CRUZ";"RN"
"2414902";"981897";"VICOSA";"RN"
"2415008";"981899";"VILA FLOR";"RN"
"2500106";"981901";"AGUA BRANCA";"PB"
"2500205";"981903";"AGUIAR";"PB"
"2500304";"981905";"ALAGOA GRANDE";"PB"
"2500403";"981907";"ALAGOA NOVA";"PB"
"2500502";"981909";"ALAGOINHA";"PB"
"2500536";"980440";"ALCANTIL";"PB"
"2500577";"980442";"ALGODAO DE JANDAIRA";"PB"
"2500601";"981911";"ALHANDRA";"PB"
"2500700";"981913";"SAO JOAO DO RIO DO PEIXE";"PB"
"2500734";"980444";"AMPARO";"PB"
"2500775";"980446";"APARECIDA";"PB"
"2500809";"981915";"ARACAGI";"PB"
"2500908";"981917";"ARARA";"PB"
"2501005";"981919";"ARARUNA";"PB"
"2501104";"981921";"AREIA";"PB"
"2501153";"980448";"AREIA DE BARAUNAS";"PB"
"2501203";"981923";"AREIAL";"PB"
"2501302";"981925";"AROEIRAS";"PB"
"2501351";"980450";"ASSUNCAO";"PB"
"2501401";"981929";"BAIA DA TRAICAO";"PB"
"2501500";"981931";"BANANEIRAS";"PB"
"2501534";"980452";"BARAUNA";"PB"
"2501575";"980454";"BARRA DE SANTANA";"PB"
"2501609";"981933";"BARRA DE SANTA ROSA";"PB"
"2501708";"981935";"BARRA DE SAO MIGUEL";"PB"
"2501807";"981937";"BAYEUX";"PB"
"2501906";"981939";"BELEM";"PB"
"2502003";"981941";"BELEM DO BREJO DO CRUZ";"PB"
"2502052";"980456";"BERNARDINO BATISTA";"PB"
"2502102";"981943";"BOA VENTURA";"PB"
"2502151";"980458";"BOA VISTA";"PB"
"2502201";"981945";"BOM JESUS";"PB"
"2502300";"981947";"BOM SUCESSO";"PB"
"2502409";"981949";"BONITO DE SANTA FE";"PB"
"2502508";"981951";"BOQUEIRAO";"PB"
"2502607";"981953";"IGARACY";"PB"
"2502706";"981955";"BORBOREMA";"PB"
"2502805";"981957";"BREJO DO CRUZ";"PB"
"2502904";"981959";"BREJO DOS SANTOS";"PB"
"2503001";"981961";"CAAPORA";"PB"
"2503100";"981963";"CABACEIRAS";"PB"
"2503209";"981965";"CABEDELO";"PB"
"2503308";"981967";"CACHOEIRA DOS INDIOS";"PB"
"2503407";"981969";"CACIMBA DE AREIA";"PB"
"2503506";"981971";"CACIMBA DE DENTRO";"PB"
"2503555";"980460";"CACIMBAS";"PB"
"2503605";"981973";"CAICARA";"PB"
"2503704";"981975";"CAJAZEIRAS";"PB"
"2503753";"980462";"CAJAZEIRINHAS";"PB"
"2503803";"981977";"CALDAS BRANDAO";"PB"
"2503902";"981979";"CAMALAU";"PB"
"2504009";"981981";"CAMPINA GRANDE";"PB"
"2504033";"980464";"CAPIM";"PB"
"2504074";"980466";"CARAUBAS";"PB"
"2504108";"981983";"CARRAPATEIRA";"PB"
"2504157";"980468";"CASSERENGUE";"PB"
"2504207";"981985";"CATINGUEIRA";"PB"
"2504306";"981987";"CATOLE DO ROCHA";"PB"
"2504355";"980470";"CATURITE";"PB"
"2504405";"981989";"CONCEICAO";"PB"
"2504504";"981991";"CONDADO";"PB"
"2504603";"981993";"CONDE";"PB"
"2504702";"981995";"CONGO";"PB"
"2504801";"981997";"COREMAS";"PB"
"2504850";"980472";"COXIXOLA";"PB"
"2504900";"981999";"CRUZ DO ESPIRITO SANTO";"PB"
"2505006";"982001";"CUBATI";"PB"
"2505105";"982003";"CUITE";"PB"
"2505204";"982005";"CUITEGI";"PB"
"2505238";"980474";"CUITE DE MAMANGUAPE";"PB"
"2505279";"980476";"CURRAL DE CIMA";"PB"
"2505303";"982007";"CURRAL VELHO";"PB"
"2505352";"980478";"DAMIAO";"PB"
"2505402";"982009";"DESTERRO";"PB"
"2505501";"982011";"VISTA SERRANA";"PB"
"2505600";"982013";"DIAMANTE";"PB"
"2505709";"982015";"DONA INES";"PB"
"2505808";"982017";"DUAS ESTRADAS";"PB"
"2505907";"982019";"EMAS";"PB"
"2506004";"982021";"ESPERANCA";"PB"
"2506103";"982023";"FAGUNDES";"PB"
"2506202";"982025";"FREI MARTINHO";"PB"
"2506251";"980480";"GADO BRAVO";"PB"
"2506301";"982027";"GUARABIRA";"PB"
"2506400";"982029";"GURINHEM";"PB"
"2506509";"982031";"GURJAO";"PB"
"2506608";"982033";"IBIARA";"PB"
"2506707";"982035";"IMACULADA";"PB"
"2506806";"982037";"INGA";"PB"
"2506905";"982039";"ITABAIANA";"PB"
"2507002";"982041";"ITAPORANGA";"PB"
"2507101";"982043";"ITAPOROROCA";"PB"
"2507200";"982045";"ITATUBA";"PB"
"2507309";"982047";"JACARAU";"PB"
"2507408";"982049";"JERICO";"PB"
"2507507";"982051";"JOAO PESSOA";"PB"
"2507606";"982053";"JUAREZ TAVORA";"PB"
"2507705";"982055";"JUAZEIRINHO";"PB"
"2507804";"982057";"JUNCO DO SERIDO";"PB"
"2507903";"982059";"JURIPIRANGA";"PB"
"2508000";"982061";"JURU";"PB"
"2508109";"982063";"LAGOA";"PB"
"2508208";"982065";"LAGOA DE DENTRO";"PB"
"2508307";"982067";"LAGOA SECA";"PB"
"2508406";"982069";"LASTRO";"PB"
"2508505";"982071";"LIVRAMENTO";"PB"
"2508554";"980482";"LOGRADOURO";"PB"
"2508604";"982073";"LUCENA";"PB"
"2508703";"982075";"MAE DAGUA";"PB"
"2508802";"982077";"MALTA";"PB"
"2508901";"982079";"MAMANGUAPE";"PB"
"2509008";"982081";"MANAIRA";"PB"
"2509057";"980484";"MARCACAO";"PB"
"2509107";"982083";"MARI";"PB"
"2509156";"980486";"MARIZOPOLIS";"PB"
"2509206";"982085";"MASSARANDUBA";"PB"
"2509305";"982087";"MATARACA";"PB"
"2509339";"980488";"MATINHAS";"PB"
"2509370";"980490";"MATO GROSSO";"PB"
"2509396";"980492";"MATUREIA";"PB"
"2509404";"982089";"MOGEIRO";"PB"
"2509503";"982091";"MONTADAS";"PB"
"2509602";"982093";"MONTE HOREBE";"PB"
"2509701";"982095";"MONTEIRO";"PB"
"2509800";"982097";"MULUNGU";"PB"
"2509909";"982099";"NATUBA";"PB"
"2510006";"982101";"NAZAREZINHO";"PB"
"2510105";"982103";"NOVA FLORESTA";"PB"
"2510204";"982105";"NOVA OLINDA";"PB"
"2510303";"982107";"NOVA PALMEIRA";"PB"
"2510402";"982109";"OLHO DAGUA";"PB"
"2510501";"982111";"OLIVEDOS";"PB"
"2510600";"982113";"OURO VELHO";"PB"
"2510659";"980494";"PARARI";"PB"
"2510709";"982115";"PASSAGEM";"PB"
"2510808";"982117";"PATOS";"PB"
"2510907";"982119";"PAULISTA";"PB"
"2511004";"982121";"PEDRA BRANCA";"PB"
"2511103";"982123";"PEDRA LAVRADA";"PB"
"2511202";"982125";"PEDRAS DE FOGO";"PB"
"2511301";"982127";"PIANCO";"PB"
"2511400";"982129";"PICUI";"PB"
"2511509";"982131";"PILAR";"PB"
"2511608";"982133";"PILOES";"PB"
"2511707";"982135";"PILOEZINHOS";"PB"
"2511806";"982137";"PIRPIRITUBA";"PB"
"2511905";"982139";"PITIMBU";"PB"
"2512002";"982141";"POCINHOS";"PB"
"2512036";"980496";"POCO DANTAS";"PB"
"2512077";"980498";"POCO DE JOSE DE MOURA";"PB"
"2512101";"982143";"POMBAL";"PB"
"2512200";"982145";"PRATA";"PB"
"2512309";"982147";"PRINCESA ISABEL";"PB"
"2512408";"982149";"PUXINANA";"PB"
"2512507";"982151";"QUEIMADAS";"PB"
"2512606";"982153";"QUIXABA";"PB"
"2512705";"982155";"REMIGIO";"PB"
"2512721";"980500";"PEDRO REGIO";"PB"
"2512747";"980502";"RIACHAO";"PB"
"2512762";"980506";"RIACHAO DO POCO";"PB"
"2512788";"980508";"RIACHO DE SANTO ANTONIO";"PB"
"2512804";"982157";"RIACHO DOS CAVALOS";"PB"
"2512903";"982159";"RIO TINTO";"PB"
"2513000";"982161";"SALGADINHO";"PB"
"2513109";"982163";"SALGADO DE SAO FELIX";"PB"
"2513158";"980510";"SANTA CECILIA";"PB"
"2513208";"982165";"SANTA CRUZ";"PB"
"2513307";"982167";"SANTA HELENA";"PB"
"2513356";"980512";"SANTA INES";"PB"
"2513406";"982169";"SANTA LUZIA";"PB"
"2513505";"982171";"SANTANA DE MANGUEIRA";"PB"
"2513604";"982173";"SANTANA DOS GARROTES";"PB"
"2513653";"980514";"SANTAREM";"PB"
"2513703";"982175";"SANTA RITA";"PB"
"2513802";"982177";"SANTA TERESINHA";"PB"
"2513851";"980516";"SANTO ANDRE";"PB"
"2513901";"982179";"SAO BENTO";"PB"
"2513943";"980520";"SAO DOMINGOS DO CARIRI";"PB"
"2513984";"980524";"SAO FRANCISCO";"PB"
"2514008";"982181";"SAO JOAO DO CARIRI";"PB"
"2514107";"982183";"SAO JOAO DO TIGRE";"PB"
"2514206";"982185";"SAO JOSE DA LAGOA TAPADA";"PB"
"2514305";"982187";"SAO JOSE DE CAIANA";"PB"
"2514404";"982189";"SAO JOSE DE ESPINHARAS";"PB"
"2514453";"980526";"SAO JOSE DOS RAMOS";"PB"
"2514503";"982191";"SAO JOSE DE PIRANHAS";"PB"
"2514552";"980528";"SAO JOSE DE PRINCESA";"PB"
"2514602";"982193";"SAO JOSE DO BONFIM";"PB"
"2514651";"980530";"SAO JOSE DO BREJO DO CRUZ";"PB"
"2514701";"982195";"SAO JOSE DO SABUGI";"PB"
"2514800";"982197";"SAO JOSE DOS CORDEIROS";"PB"
"2514909";"982199";"SAO MAMEDE";"PB"
"2515005";"982201";"SAO MIGUEL DE TAIPU";"PB"
"2515104";"982203";"SAO SEBASTIAO DE LAGOA DE ROCA";"PB"
"2515203";"982205";"SAO SEBASTIAO DO UMBUZEIRO";"PB"
"2515302";"982207";"SAPE";"PB"
"2515401";"982209";"SERIDO";"PB"
"2515500";"982211";"SERRA BRANCA";"PB"
"2515609";"982213";"SERRA DA RAIZ";"PB"
"2515708";"982215";"SERRA GRANDE";"PB"
"2515807";"982217";"SERRA REDONDA";"PB"
"2515906";"982219";"SERRARIA";"PB"
"2515930";"980532";"SERTAOZINHO";"PB"
"2515971";"980534";"SOBRADO";"PB"
"2516003";"982221";"SOLANEA";"PB"
"2516102";"982223";"SOLEDADE";"PB"
"2516151";"980536";"SOSSEGO";"PB"
"2516201";"982225";"SOUSA";"PB"
"2516300";"982227";"SUME";"PB"
"2516409";"982229";"TACIMA";"PB"
"2516508";"982231";"TAPEROA";"PB"
"2516607";"982233";"TAVARES";"PB"
"2516706";"982235";"TEIXEIRA";"PB"
"2516755";"980538";"TENORIO";"PB"
"2516805";"982237";"TRIUNFO";"PB"
"2516904";"982239";"UIRAUNA";"PB"
"2517001";"982241";"UMBUZEIRO";"PB"
"2517100";"982243";"VARZEA";"PB"
"2517209";"980540";"VIEIROPOLIS";"PB"
"2517407";"980542";"ZABELE";"PB"
"2600054";"982631";"ABREU E LIMA";"PE"
"2600104";"982301";"AFOGADOS DA INGAZEIRA";"PE"
"2600203";"982303";"AFRANIO";"PE"
"2600302";"982305";"AGRESTINA";"PE"
"2600401";"982307";"AGUA PRETA";"PE"
"2600500";"982309";"AGUAS BELAS";"PE"
"2600609";"982311";"ALAGOINHA";"PE"
"2600708";"982313";"ALIANCA";"PE"
"2600807";"982315";"ALTINHO";"PE"
"2600906";"982317";"AMARAJI";"PE"
"2601003";"982319";"ANGELIM";"PE"
"2601052";"980544";"ARACOIABA";"PE"
"2601102";"982321";"ARARIPINA";"PE"
"2601201";"982323";"ARCOVERDE";"PE"
"2601300";"982325";"BARRA DE GUABIRABA";"PE"
"2601409";"982327";"BARREIROS";"PE"
"2601508";"982329";"BELEM DE MARIA";"PE"
"2601607";"982331";"BELEM DE SAO FRANCISCO";"PE"
"2601706";"982333";"BELO JARDIM";"PE"
"2601805";"982335";"BETANIA";"PE"
"2601904";"982337";"BEZERROS";"PE"
"2602001";"982339";"BODOCO";"PE"
"2602100";"982341";"BOM CONSELHO";"PE"
"2602209";"982343";"BOM JARDIM";"PE"
"2602308";"982345";"BONITO";"PE"
"2602407";"982347";"BREJAO";"PE"
"2602506";"982349";"BREJINHO";"PE"
"2602605";"982351";"BREJO DA MADRE DE DEUS";"PE"
"2602704";"982353";"BUENOS AIRES";"PE"
"2602803";"982355";"BUIQUE";"PE"
"2602902";"982357";"CABO";"PE"
"2603009";"982359";"CABROBO";"PE"
"2603108";"982361";"CACHOEIRINHA";"PE"
"2603207";"982363";"CAETES";"PE"
"2603306";"982365";"CALCADO";"PE"
"2603405";"982367";"CALUMBI";"PE"
"2603454";"982629";"CAMARAGIBE";"PE"
"2603504";"982369";"CAMOCIM DE SAO FELIX";"PE"
"2603603";"982371";"CAMUTANGA";"PE"
"2603702";"982373";"CANHOTINHO";"PE"
"2603801";"982375";"CAPOEIRAS";"PE"
"2603900";"982377";"CARNAIBA";"PE"
"2603926";"982635";"CARNAUBEIRAS DA PENHA";"PE"
"2604007";"982379";"CARPINA";"PE"
"2604106";"982381";"CARUARU";"PE"
"2604155";"980546";"CASINHAS";"PE"
"2604205";"982383";"CATENDE";"PE"
"2604304";"982385";"CEDRO";"PE"
"2604403";"982387";"CHA DE ALEGRIA";"PE"
"2604502";"982389";"CHA GRANDE";"PE"
"2604601";"982391";"CONDADO";"PE"
"2604700";"982393";"CORRENTES";"PE"
"2604809";"982395";"CORTES";"PE"
"2604908";"982397";"CUMARU";"PE"
"2605004";"982399";"CUPIRA";"PE"
"2605103";"982401";"CUSTODIA";"PE"
"2605152";"982299";"DORMENTES";"PE"
"2605202";"982403";"ESCADA";"PE"
"2605301";"982405";"EXU";"PE"
"2605400";"982407";"FEIRA NOVA";"PE"
"2605509";"982409";"FERREIROS";"PE"
"2605608";"982411";"FLORES";"PE"
"2605707";"982413";"FLORESTA";"PE"
"2605806";"982415";"FREI MIGUELINHO";"PE"
"2605905";"982417";"GAMELEIRA";"PE"
"2606002";"982419";"GARANHUNS";"PE"
"2606101";"982421";"GLORIA DO GOITA";"PE"
"2606200";"982423";"GOIANA";"PE"
"2606309";"982425";"GRANITO";"PE"
"2606408";"982427";"GRAVATA";"PE"
"2606507";"982429";"IATI";"PE"
"2606606";"982431";"IBIMIRIM";"PE"
"2606705";"982433";"IBIRAJUBA";"PE"
"2606804";"982435";"IGARASSU";"PE"
"2606903";"982437";"IGUARACI";"PE"
"2607000";"982439";"INAJA";"PE"
"2607109";"982441";"INGAZEIRA";"PE"
"2607208";"982443";"IPOJUCA";"PE"
"2607307";"982445";"IPUBI";"PE"
"2607406";"982447";"ITACURUBA";"PE"
"2607505";"982449";"ITAIBA";"PE"
"2607604";"982451";"ITAMARACA";"PE"
"2607653";"982597";"ITAMBE";"PE"
"2607703";"982453";"ITAPETIM";"PE"
"2607752";"982633";"ITAPISSUMA";"PE"
"2607802";"982455";"ITAQUITINGA";"PE"
"2607901";"982457";"JABOATAO_DOS GUARARAPES";"PE"
"2607950";"980548";"JAQUEIRA";"PE"
"2608008";"982459";"JATAUBA";"PE"
"2608057";"980550";"JATOBA";"PE"
"2608107";"982461";"JOAO ALFREDO";"PE"
"2608206";"982463";"JOAQUIM NABUCO";"PE"
"2608255";"982295";"JUCATI";"PE"
"2608305";"982465";"JUPI";"PE"
"2608404";"982467";"JUREMA";"PE"
"2608453";"982289";"LAGOA DO CARRO";"PE"
"2608503";"982469";"LAGOA DO ITAENGA";"PE"
"2608602";"982471";"LAGOA DO OURO";"PE"
"2608701";"982473";"LAGOA DOS GATOS";"PE"
"2608750";"980552";"LAGOA GRANDE";"PE"
"2608800";"982475";"LAJEDO";"PE"
"2608909";"982477";"LIMOEIRO";"PE"
"2609006";"982479";"MACAPARANA";"PE"
"2609105";"982481";"MACHADOS";"PE"
"2609154";"980554";"MANARI";"PE"
"2609204";"982483";"MARAIAL";"PE"
"2609303";"982485";"MIRANDIBA";"PE"
"2609402";"982487";"MORENO";"PE"
"2609501";"982489";"NAZARE DA MATA";"PE"
"2609600";"982491";"OLINDA";"PE"
"2609709";"982493";"OROBO";"PE"
"2609808";"982495";"OROCO";"PE"
"2609907";"982497";"OURICURI";"PE"
"2610004";"982499";"PALMARES";"PE"
"2610103";"982501";"PALMEIRINA";"PE"
"2610202";"982503";"PANELAS";"PE"
"2610301";"982505";"PARANATAMA";"PE"
"2610400";"982507";"PARNAMIRIM";"PE"
"2610509";"982509";"PASSIRA";"PE"
"2610608";"982511";"PAUDALHO";"PE"
"2610707";"982513";"PAULISTA";"PE"
"2610806";"982515";"PEDRA";"PE"
"2610905";"982517";"PESQUEIRA";"PE"
"2611002";"982519";"PETROLANDIA";"PE"
"2611101";"982521";"PETROLINA";"PE"
"2611200";"982523";"POCAO";"PE"
"2611309";"982525";"POMBOS";"PE"
"2611408";"982527";"PRIMAVERA";"PE"
"2611507";"982529";"QUIPAPA";"PE"
"2611533";"982637";"QUIXABA";"PE"
"2611606";"982531";"RECIFE";"PE"
"2611705";"982533";"RIACHO DAS ALMAS";"PE"
"2611804";"982535";"RIBEIRAO";"PE"
"2611903";"982537";"RIO FORMOSO";"PE"
"2612000";"982539";"SAIRE";"PE"
"2612109";"982541";"SALGADINHO";"PE"
"2612208";"982543";"SALGUEIRO";"PE"
"2612307";"982545";"SALOA";"PE"
"2612406";"982547";"SANHARO";"PE"
"2612455";"982297";"SANTA CRUZ";"PE"
"2612471";"982639";"SANTA CRUZ DA BAIXA VERDE";"PE"
"2612505";"982549";"SANTA CRUZ DO CAPIBARIBE";"PE"
"2612554";"980556";"SANTA FILOMENA";"PE"
"2612604";"982551";"SANTA MARIA DA BOA VISTA";"PE"
"2612703";"982553";"SANTA MARIA DO CAMBUCA";"PE"
"2612802";"982555";"SANTA TEREZINHA";"PE"
"2612901";"982557";"SAO BENEDITO DO SUL";"PE"
"2613008";"982559";"SAO BENTO DO UNA";"PE"
"2613107";"982561";"SAO CAETANO";"PE"
"2613206";"982563";"SAO JOAO";"PE"
"2613305";"982565";"SAO JOAQUIM DO MONTE";"PE"
"2613404";"982567";"SAO JOSE DA COROA GRANDE";"PE"
"2613503";"982569";"SAO JOSE DO BELMONTE";"PE"
"2613602";"982571";"SAO JOSE DO EGITO";"PE"
"2613701";"982573";"SAO LOURENCO DA MATA";"PE"
"2613800";"982575";"SAO VICENTE FERRER";"PE"
"2613909";"982577";"SERRA TALHADA";"PE"
"2614006";"982579";"SERRITA";"PE"
"2614105";"982581";"SERTANIA";"PE"
"2614204";"982583";"SIRINHAEM";"PE"
"2614303";"982585";"MOREILANDIA";"PE"
"2614402";"982587";"SOLIDAO";"PE"
"2614501";"982589";"SURUBIM";"PE"
"2614600";"982591";"TABIRA";"PE"
"2614709";"982593";"TACAIMBO";"PE"
"2614808";"982595";"TACARATU";"PE"
"2614857";"980558";"TAMANDARE";"PE"
"2615003";"982599";"TAQUARITINGA DO NORTE";"PE"
"2615102";"982601";"TEREZINHA";"PE"
"2615201";"982603";"TERRA NOVA";"PE"
"2615300";"982605";"TIMBAUBA";"PE"
"2615409";"982607";"TORITAMA";"PE"
"2615508";"982609";"TRACUNHAEM";"PE"
"2615607";"982611";"TRINDADE";"PE"
"2615706";"982613";"TRIUNFO";"PE"
"2615805";"982615";"TUPANATINGA";"PE"
"2615904";"982617";"TUPARETAMA";"PE"
"2616001";"982619";"VENTUROSA";"PE"
"2616100";"982621";"VERDEJANTE";"PE"
"2616183";"982291";"VERTENTE DO LERIO";"PE"
"2616209";"982623";"VERTENTES";"PE"
"2616308";"982625";"VICENCIA";"PE"
"2616407";"982627";"VITORIA DE SANTO ANTAO";"PE"
"2616506";"982293";"XEXEU";"PE"
"2700102";"982701";"AGUA BRANCA";"AL"
"2700201";"982703";"ANADIA";"AL"
"2700300";"982705";"ARAPIRACA";"AL"
"2700409";"982707";"ATALAIA";"AL"
"2700508";"982709";"BARRA DE SANTO ANTONIO";"AL"
"2700607";"982711";"BARRA DE SAO MIGUEL";"AL"
"2700706";"982713";"BATALHA";"AL"
"2700805";"982715";"BELEM";"AL"
"2700904";"982717";"BELO MONTE";"AL"
"2701001";"982719";"BOCA DA MATA";"AL"
"2701100";"982721";"BRANQUINHA";"AL"
"2701209";"982723";"CACIMBINHAS";"AL"
"2701308";"982725";"CAJUEIRO";"AL"
"2701357";"980560";"CAMPESTRE";"AL"
"2701407";"982727";"CAMPO ALEGRE";"AL"
"2701506";"982729";"CAMPO GRANDE";"AL"
"2701605";"982731";"CANAPI";"AL"
"2701704";"982733";"CAPELA";"AL"
"2701803";"982735";"CARNEIROS";"AL"
"2701902";"982737";"CHA PRETA";"AL"
"2702009";"982739";"COITE DO NOIA";"AL"
"2702108";"982741";"COLONIA LEOPOLDINA";"AL"
"2702207";"982743";"COQUEIRO SECO";"AL"
"2702306";"982745";"CORURIPE";"AL"
"2702355";"982889";"CRAIBAS";"AL"
"2702405";"982747";"DELMIRO GOUVEIA";"AL"
"2702504";"982749";"DOIS RIACHOS";"AL"
"2702553";"982643";"ESTRELA DE ALAGOAS";"AL"
"2702603";"982751";"FEIRA GRANDE";"AL"
"2702702";"982753";"FELIZ DESERTO";"AL"
"2702801";"982755";"FLEXEIRAS";"AL"
"2702900";"982757";"GIRAU DO PONCIANO";"AL"
"2703007";"982759";"IBATEGUARA";"AL"
"2703106";"982761";"IGACI";"AL"
"2703205";"982763";"IGREJA NOVA";"AL"
"2703304";"982765";"INHAPI";"AL"
"2703403";"982767";"JACARE DOS HOMENS";"AL"
"2703502";"982769";"JACUIPE";"AL"
"2703601";"982771";"JAPARATINGA";"AL"
"2703700";"982773";"JARAMATAIA";"AL"
"2703759";"980562";"JEQUIA DA PRAIA";"AL"
"2703809";"982775";"JOAQUIM GOMES";"AL"
"2703908";"982777";"JUNDIA";"AL"
"2704005";"982779";"JUNQUEIRO";"AL"
"2704104";"982781";"LAGOA DA CANOA";"AL"
"2704203";"982783";"LIMOEIRO DE ANADIA";"AL"
"2704302";"982785";"MACEIO";"AL"
"2704401";"982787";"MAJOR ISIDORO";"AL"
"2704500";"982789";"MARAGOGI";"AL"
"2704609";"982791";"MARAVILHA";"AL"
"2704708";"982793";"MARECHAL DEODORO";"AL"
"2704807";"982795";"MARIBONDO";"AL"
"2704906";"982797";"MAR VERMELHO";"AL"
"2705002";"982799";"MATA GRANDE";"AL"
"2705101";"982801";"MATRIZ DE CAMARAGIBE";"AL"
"2705200";"982803";"MESSIAS";"AL"
"2705309";"982805";"MINADOR DO NEGRAO";"AL"
"2705408";"982807";"MONTEIROPOLIS";"AL"
"2705507";"982809";"MURICI";"AL"
"2705606";"982811";"NOVO LINO";"AL"
"2705705";"982813";"OLHO DAGUA DAS FLORES";"AL"
"2705804";"982815";"OLHO DAGUA DO CASADO";"AL"
"2705903";"982817";"OLHO DAGUA GRANDE";"AL"
"2706000";"982819";"OLIVENCA";"AL"
"2706109";"982821";"OURO BRANCO";"AL"
"2706208";"982823";"PALESTINA";"AL"
"2706307";"982825";"PALMEIRA DOS INDIOS";"AL"
"2706406";"982827";"PAO DE ACUCAR";"AL"
"2706422";"982645";"PARICONHA";"AL"
"2706448";"982641";"PARIPUEIRA";"AL"
"2706505";"982829";"PASSO DE CAMARAGIBE";"AL"
"2706604";"982831";"PAULO JACINTO";"AL"
"2706703";"982833";"PENEDO";"AL"
"2706802";"982835";"PIACABUCU";"AL"
"2706901";"982837";"PILAR";"AL"
"2707008";"982839";"PINDOBA";"AL"
"2707107";"982841";"PIRANHAS";"AL"
"2707206";"982843";"POCO DAS TRINCHEIRAS";"AL"
"2707305";"982845";"PORTO CALVO";"AL"
"2707404";"982847";"PORTO DE PEDRAS";"AL"
"2707503";"982849";"PORTO REAL DO COLEGIO";"AL"
"2707602";"982851";"QUEBRANGULO";"AL"
"2707701";"982853";"RIO LARGO";"AL"
"2707800";"982855";"ROTEIRO";"AL"
"2707909";"982857";"SANTA LUZIA DO NORTE";"AL"
"2708006";"982859";"SANTANA DO IPANEMA";"AL"
"2708105";"982861";"SANTANA DO MUNDAU";"AL"
"2708204";"982863";"SAO BRAS";"AL"
"2708303";"982865";"SAO JOSE DA LAJE";"AL"
"2708402";"982867";"SAO JOSE DA TAPERA";"AL"
