"Munic_Id";"MunicOp_Ano";"MunicOP_OP"
2301109;2004;0
2301109;2008;0
2301109;2012;0
2301109;2016;0
2301901;1992;0
2301901;1996;0
2301901;2000;0
2301901;2004;0
2301901;2008;0
2301901;2012;0
2301901;2016;0
2302404;1992;0
2302404;1996;0
2302404;2000;0
2302404;2004;0
2302404;2008;0
2302404;2012;0
2302404;2016;0
2302602;1992;0
2302602;1996;0
2302602;2000;0
2302602;2004;0
2302602;2008;0
2302602;2012;0
2302602;2016;0
2302800;1992;0
2302800;1996;0
2302800;2000;0
2302800;2004;0
2302800;2008;0
2302800;2012;0
2302800;2016;0
2303501;1992;0
2303501;1996;0
2303501;2000;0
2303501;2004;0
2303501;2008;0
2303501;2012;0
2303501;2016;0
2303709;1992;0
2303709;1996;0
2303709;2000;0
2303709;2004;0
2303709;2008;1
2303709;2012;0
2303709;2016;0
2304103;1992;0
2304103;1996;0
2304103;2000;0
2304103;2004;0
2304103;2008;0
2304103;2012;0
2304103;2016;0
2304202;1992;0
2304202;1996;0
2304202;2000;0
2304202;2004;0
2304202;2008;0
2304202;2012;1
2304202;2016;0
2304400;1992;0
2304400;1996;0
2304400;2000;0
2304400;2004;0
2304400;2008;1
2304400;2012;1
2304400;2016;1
2304707;1992;0
2304707;1996;0
2304707;2000;0
2304707;2004;0
2304707;2008;0
2304707;2012;0
2304707;2016;0
2305407;1992;0
2305407;1996;0
2305407;2000;0
2305407;2004;0
2305407;2008;0
2305407;2012;0
2305407;2016;0
2305506;1992;0
2305506;1996;0
2305506;2000;0
2305506;2004;0
2305506;2008;1
2305506;2012;1
2305506;2016;0
2306405;1992;0
2306405;1996;0
2306405;2000;0
2306405;2004;0
2306405;2008;0
2306405;2012;0
2306405;2016;0
2307304;1992;0
2307304;1996;0
2307304;2000;0
2307304;2004;0
2307304;2008;0
2307304;2012;1
2307304;2016;0
2307601;1992;0
2307601;1996;0
2307601;2000;0
2307601;2004;0
2307601;2008;0
2307601;2012;0
2307601;2016;0
2307650;1992;0
2307650;1996;0
2307650;2000;0
2307650;2004;1
2307650;2008;0
2307650;2012;0
2307650;2016;0
2307700;1992;0
2307700;1996;0
2307700;2000;0
2307700;2004;0
2307700;2008;0
2307700;2012;0
2307700;2016;0
2308708;1992;0
2308708;1996;0
2308708;2000;0
2308708;2004;0
2308708;2008;0
2308708;2012;0
2308708;2016;0
2309607;1992;0
2309607;1996;0
2309607;2000;0
2309607;2004;0
2309607;2008;0
2309607;2012;0
2309607;2016;0
2309706;1992;0
2309706;1996;0
2309706;2000;0
2309706;2004;0
2309706;2008;0
2309706;2012;0
2309706;2016;0
2311306;1992;0
2311306;1996;0
2311306;2000;0
2311306;2004;0
2311306;2008;0
2311306;2012;0
2311306;2016;0
2311405;1992;0
2311405;1996;0
2311405;2000;0
2311405;2004;0
2311405;2008;1
2311405;2012;0
2311405;2016;0
2311801;1992;0
2311801;1996;0
2311801;2000;0
2311801;2004;0
2311801;2008;0
2311801;2012;0
2311801;2016;0
2312908;1992;0
2312908;1996;0
2312908;2000;1
2312908;2004;1
2312908;2008;1
2312908;2012;0
2312908;2016;0
2313302;1992;0
2313302;1996;0
2313302;2000;0
2313302;2004;0
2313302;2008;0
2313302;2012;0
2313302;2016;0
2313401;1992;0
2313401;1996;0
2313401;2000;0
2313401;2004;0
2313401;2008;0
2313401;2012;0
2313401;2016;0
2400208;1992;0
2400208;1996;0
2400208;2000;0
2400208;2004;0
2400208;2008;0
2400208;2012;0
2400208;2016;0
2402006;1992;0
2402006;1996;0
2402006;2000;0
2402006;2004;0
2402006;2008;0
2402006;2012;0
2402006;2016;0
2402600;1992;0
2402600;1996;0
2402600;2000;0
2402600;2004;0
2402600;2008;0
2402600;2012;0
2402600;2016;0
2403251;1992;0
2403251;1996;0
2403251;2000;0
2403251;2004;0
2403251;2008;0
2403251;2012;0
2403251;2016;0
2407104;1992;0
2407104;1996;0
2407104;2000;0
2407104;2004;0
2407104;2008;0
2407104;2012;0
2407104;2016;0
2408003;1992;0
2408003;1996;0
2408003;2000;0
2408003;2004;0
2408003;2008;0
2408003;2012;0
2408003;2016;0
2408102;1992;0
2408102;1996;1
2408102;2000;0
2408102;2004;0
2408102;2008;1
2408102;2012;0
2408102;2016;1
2412005;1992;0
2412005;1996;0
2412005;2000;0
2412005;2004;0
2412005;2008;0
2412005;2012;0
2412005;2016;0
2501807;1992;0
2501807;1996;0
2501807;2000;0
2501807;2004;0
2501807;2008;0
2501807;2012;0
2501807;2016;0
2503704;1992;0
2503704;1996;0
2503704;2000;0
2503704;2004;0
2503704;2008;0
2503704;2012;0
2503704;2016;0
2504009;1992;0
2504009;1996;0
2504009;2000;1
2504009;2004;1
2504009;2008;1
2504009;2012;1
2504009;2016;1
2506301;1992;0
2506301;1996;0
2506301;2000;0
2506301;2004;0
2506301;2008;0
2506301;2012;0
2506301;2016;1
2507507;1992;0
2507507;1996;0
2507507;2000;0
2507507;2004;0
2507507;2008;1
2507507;2012;1
2507507;2016;1
2510808;1992;0
2510808;1996;0
2510808;2000;0
2510808;2004;0
2510808;2008;1
2510808;2012;1
2510808;2016;0
2513703;1992;0
2513703;1996;0
2513703;2000;0
2513703;2004;0
2513703;2008;0
2513703;2012;0
2513703;2016;0
2515302;1992;0
2515302;1996;0
2515302;2000;0
2515302;2004;0
2515302;2008;0
2515302;2012;0
2515302;2016;0
2516201;1992;0
2516201;1996;0
2516201;2000;0
2516201;2004;0
2516201;2008;0
2516201;2012;0
2516201;2016;0
2600054;1992;0
2600054;1996;0
2600054;2000;0
2600054;2004;0
2600054;2008;0
2600054;2012;0
2600054;2016;0
2601102;1992;0
2601102;1996;0
2601102;2000;0
2601102;2004;0
2601102;2008;0
2601102;2012;0
2601102;2016;0
2601201;1992;0
2601201;1996;0
2601201;2000;0
2601201;2004;0
2601201;2008;0
2601201;2012;0
2601201;2016;0
2601706;1992;0
2601706;1996;0
2601706;2000;0
2601706;2004;0
2601706;2008;0
2601706;2012;0
2601706;2016;0
2601904;1992;0
2601904;1996;0
2601904;2000;0
2601904;2004;0
2601904;2008;0
2601904;2012;0
2601904;2016;0
2602902;1992;0
2602902;1996;0
2602902;2000;1
2602902;2004;1
2602902;2008;0
2602902;2012;1
2602902;2016;1
2603454;1992;0
2603454;1996;0
2603454;2000;1
2603454;2004;1
2603454;2008;0
2603454;2012;0
2603454;2016;0
2604007;1992;0
2604007;1996;0
2604007;2000;0
2604007;2004;0
2604007;2008;0
2604007;2012;0
2604007;2016;0
2604106;1992;0
2604106;1996;0
2604106;2000;0
2604106;2004;1
2604106;2008;0
2604106;2012;0
2604106;2016;1
2605202;1992;0
2605202;1996;0
2605202;2000;0
2605202;2004;0
2605202;2008;0
2605202;2012;0
2605202;2016;0
2606002;1992;0
2606002;1996;0
2606002;2000;0
2606002;2004;1
2606002;2008;0
2606002;2012;0
2606002;2016;0
2606200;1992;0
2606200;1996;0
2606200;2000;0
2606200;2004;0
2606200;2008;0
2606200;2012;0
2606200;2016;0
2606408;1992;0
2606408;1996;0
2606408;2000;0
2606408;2004;0
2606408;2008;0
2606408;2012;0
2606408;2016;0
2606804;1992;0
2606804;1996;0
2606804;2000;0
2606804;2004;0
2606804;2008;0
2606804;2012;0
2606804;2016;0
2607208;1992;0
2607208;1996;0
2607208;2000;0
2607208;2004;0
2607208;2008;0
2607208;2012;0
2607208;2016;0
2607901;1992;0
2607901;1996;0
2607901;2000;1
2607901;2004;1
2607901;2008;0
2607901;2012;0
2607901;2016;0
2608909;1992;0
2608909;1996;0
2608909;2000;0
2608909;2004;0
2608909;2008;0
2608909;2012;0
2608909;2016;0
2609402;1992;0
2609402;1996;0
2609402;2000;1
2609402;2004;0
2609402;2008;0
2609402;2012;0
2609402;2016;0
2609600;1992;0
2609600;1996;0
2609600;2000;0
2609600;2004;1
2609600;2008;1
2609600;2012;1
2609600;2016;0
2609907;1992;0
2609907;1996;0
2609907;2000;0
2609907;2004;0
2609907;2008;0
2609907;2012;0
2609907;2016;0
2610004;1992;0
2610004;1996;0
2610004;2000;0
2610004;2004;0
2610004;2008;0
2610004;2012;0
2610004;2016;0
2610707;1992;0
2610707;1996;0
2610707;2000;0
2610707;2004;1
2610707;2008;0
2610707;2012;0
2610707;2016;0
2610905;1992;0
2610905;1996;0
2610905;2000;0
2610905;2004;0
2610905;2008;0
2610905;2012;0
2610905;2016;0
2611101;1992;0
2611101;1996;0
2611101;2000;0
2611101;2004;0
2611101;2008;0
2611101;2012;0
2611101;2016;0
2611606;1992;0
2611606;1996;1
2611606;2000;1
2611606;2004;1
2611606;2008;1
2611606;2012;1
2611606;2016;0
2612208;1992;0
2612208;1996;1
2612208;2000;0
2612208;2004;0
2612208;2008;1
2612208;2012;0
2612208;2016;1
2612505;1992;0
2612505;1996;0
2612505;2000;0
2612505;2004;0
2612505;2008;0
2612505;2012;0
2612505;2016;0
2613701;1992;0
2613701;1996;0
2613701;2000;0
2613701;2004;0
2613701;2008;0
2613701;2012;0
2613701;2016;0
2613909;1992;0
2613909;1996;0
2613909;2000;0
2613909;2004;0
2613909;2008;0
2613909;2012;0
2613909;2016;0
2614501;1992;0
2614501;1996;0
2614501;2000;0
2614501;2004;0
2614501;2008;0
2614501;2012;0
2614501;2016;0
2615300;1992;0
2615300;1996;0
2615300;2000;0
2615300;2004;0
2615300;2008;0
2615300;2012;0
2615300;2016;0
2616407;1992;0
2616407;1996;0
2616407;2000;0
2616407;2004;0
2616407;2008;0
2616407;2012;0
2616407;2016;0
2700300;1992;0
2700300;1996;0
2700300;2000;0
2700300;2004;1
2700300;2008;0
2700300;2012;0
2700300;2016;0
2702306;1992;0
2702306;1996;0
2702306;2000;0
2702306;2004;0
2702306;2008;0
2702306;2012;0
2702306;2016;0
2704302;1992;0
2704302;1996;0
2704302;2000;1
2704302;2004;1
2704302;2008;1
2704302;2012;0
2704302;2016;0
2706307;1992;0
2706307;1996;0
2706307;2000;0
2706307;2004;0
2706307;2008;0
2706307;2012;0
2706307;2016;0
2706703;1992;0
2706703;1996;0
2706703;2000;0
2706703;2004;0
2706703;2008;0
2706703;2012;0
2706703;2016;0
2707701;1992;0
2707701;1996;0
2707701;2000;0
2707701;2004;0
2707701;2008;0
2707701;2012;0
2707701;2016;0
2708600;1992;0
2708600;1996;0
2708600;2000;0
2708600;2004;0
2708600;2008;0
2708600;2012;0
2708600;2016;0
2709301;1992;0
2709301;1996;0
2709301;2000;0
2709301;2004;0
2709301;2008;0
2709301;2012;0
2709301;2016;0
2800308;1992;0
2800308;1996;0
2800308;2000;0
2800308;2004;1
2800308;2008;1
2800308;2012;1
2800308;2016;0
2802106;1992;0
2802106;1996;0
2802106;2000;0
2802106;2004;0
2802106;2008;0
2802106;2012;0
2802106;2016;0
2802908;1992;0
2802908;1996;0
2802908;2000;0
2802908;2004;0
2802908;2008;0
2802908;2012;0
2802908;2016;0
2803500;1992;0
2803500;1996;0
2803500;2000;0
2803500;2004;0
2803500;2008;0
2803500;2012;0
2803500;2016;0
2804805;1992;0
2804805;1996;0
2804805;2000;0
2804805;2004;0
2804805;2008;0
2804805;2012;0
2804805;2016;0
2806701;1992;0
2806701;1996;0
2806701;2000;0
2806701;2004;0
2806701;2008;0
2806701;2012;1
2806701;2016;0
2900702;1992;0
2900702;1996;0
2900702;2000;0
2900702;2004;1
2900702;2008;1
2900702;2012;1
2900702;2016;1
2902104;1992;0
2902104;1996;0
2902104;2000;0
2902104;2004;0
2902104;2008;0
2902104;2012;0
2902104;2016;0
2903201;1992;0
2903201;1996;0
2903201;2000;0
2903201;2004;0
2903201;2008;0
2903201;2012;0
2903201;2016;0
2903904;1992;0
2903904;1996;0
2903904;2000;0
2903904;2004;0
2903904;2008;0
2903904;2012;0
2903904;2016;0
2904605;1992;0
2904605;1996;0
2904605;2000;0
2904605;2004;0
2904605;2008;0
2904605;2012;0
2904605;2016;0
2905701;1992;0
2905701;1996;0
2905701;2000;0
2905701;2004;0
2905701;2008;1
2905701;2012;0
2905701;2016;0
2906006;1992;0
2906006;1996;0
2906006;2000;0
2906006;2004;0
2906006;2008;0
2906006;2012;0
2906006;2016;0
2906501;1992;0
2906501;1996;0
2906501;2000;0
2906501;2004;0
2906501;2008;0
2906501;2012;0
2906501;2016;0
2907202;1992;0
2907202;1996;0
2907202;2000;0
2907202;2004;0
2907202;2008;0
2907202;2012;0
2907202;2016;0
2907509;1992;0
2907509;1996;0
2907509;2000;0
2907509;2004;0
2907509;2008;0
2907509;2012;0
2907509;2016;0
2908408;1992;0
2908408;1996;0
2908408;2000;0
2908408;2004;0
2908408;2008;0
2908408;2012;0
2908408;2016;0
2909802;1992;0
2909802;1996;0
2909802;2000;0
2909802;2004;0
2909802;2008;0
2909802;2012;0
2909802;2016;0
2910057;1992;0
2910057;1996;0
2910057;2000;0
2910057;2004;0
2910057;2008;0
2910057;2012;0
2910057;2016;0
2910701;1992;0
2910701;1996;0
2910701;2000;0
2910701;2004;0
2910701;2008;0
2910701;2012;0
2910701;2016;0
2910727;1992;0
2910727;1996;0
2910727;2000;0
2910727;2004;1
2910727;2008;0
2910727;2012;0
2910727;2016;0
2910800;1992;0
2910800;1996;0
2910800;2000;0
2910800;2004;0
2910800;2008;0
2910800;2012;0
2910800;2016;0
2911709;1992;0
2911709;1996;0
2911709;2000;0
2911709;2004;0
2911709;2008;0
2911709;2012;0
2911709;2016;0
2913606;1992;0
2913606;1996;0
2913606;2000;0
2913606;2004;1
2913606;2008;0
2913606;2012;0
2913606;2016;0
2914000;1992;0
2914000;1996;0
2914000;2000;0
2914000;2004;0
2914000;2008;0
2914000;2012;0
2914000;2016;0
2914604;1992;0
2914604;1996;0
2914604;2000;0
2914604;2004;0
2914604;2008;0
2914604;2012;1
2914604;2016;0
2914703;1992;0
2914703;1996;0
2914703;2000;0
2914703;2004;0
2914703;2008;0
2914703;2012;0
2914703;2016;0
2914802;1992;0
2914802;1996;1
2914802;2000;0
2914802;2004;1
2914802;2008;0
2914802;2012;0
2914802;2016;1
2915601;1992;0
2915601;1996;0
2915601;2000;0
2915601;2004;0
2915601;2008;0
2915601;2012;0
2915601;2016;0
2916401;1992;0
2916401;1996;0
2916401;2000;0
2916401;2004;0
2916401;2008;0
2916401;2012;0
2916401;2016;0
2917508;1992;0
2917508;1996;0
2917508;2000;0
2917508;2004;0
2917508;2008;0
2917508;2012;0
2917508;2016;0
2917607;1992;0
2917607;1996;1
2917607;2000;0
2917607;2004;0
2917607;2008;0
2917607;2012;0
2917607;2016;0
2918001;1992;0
2918001;1996;0
2918001;2000;0
2918001;2004;0
2918001;2008;0
2918001;2012;0
2918001;2016;0
2918407;1992;0
2918407;1996;0
2918407;2000;0
2918407;2004;1
2918407;2008;1
2918407;2012;0
2918407;2016;0
2919207;1992;0
2919207;1996;0
2919207;2000;0
2919207;2004;0
2919207;2008;1
2919207;2012;1
2919207;2016;0
2921500;1992;0
2921500;1996;0
2921500;2000;0
2921500;2004;0
2921500;2008;0
2921500;2012;0
2921500;2016;0
2924009;1992;0
2924009;1996;0
2924009;2000;0
2924009;2004;0
2924009;2008;1
2924009;2012;0
2924009;2016;0
2925303;1992;0
2925303;1996;0
2925303;2000;0
2925303;2004;0
2925303;2008;0
2925303;2012;0
2925303;2016;0
2927408;1992;0
2927408;1996;1
2927408;2000;1
2927408;2004;0
2927408;2008;1
2927408;2012;0
2927408;2016;0
2928604;1992;0
2928604;1996;0
2928604;2000;0
2928604;2004;0
2928604;2008;0
2928604;2012;0
2928604;2016;0
2928703;1992;0
2928703;1996;0
2928703;2000;0
2928703;2004;0
2928703;2008;0
2928703;2012;0
2928703;2016;0
2930105;1992;0
2930105;1996;0
2930105;2000;0
2930105;2004;1
2930105;2008;1
2930105;2012;1
2930105;2016;0
2930501;1992;0
2930501;1996;0
2930501;2000;0
2930501;2004;0
2930501;2008;0
2930501;2012;1
2930501;2016;0
2930709;1992;0
2930709;1996;0
2930709;2000;0
2930709;2004;0
2930709;2008;1
2930709;2012;0
2930709;2016;0
2931350;1992;0
2931350;1996;0
2931350;2000;0
2931350;2004;1
2931350;2008;0
2931350;2012;0
2931350;2016;0
2931905;1992;0
2931905;1996;0
2931905;2000;0
2931905;2004;0
2931905;2008;0
2931905;2012;0
2931905;2016;0
2932903;1992;0
2932903;1996;0
2932903;2000;0
2932903;2004;0
2932903;2008;0
2932903;2012;0
2932903;2016;0
2933307;1992;0
2933307;1996;1
2933307;2000;1
2933307;2004;1
2933307;2008;1
2933307;2012;1
2933307;2016;1
3101607;1992;0
3101607;1996;0
3101607;2000;0
3101607;2004;0
3101607;2008;1
3101607;2012;0
3101607;2016;0
3103504;1992;0
3103504;1996;0
3103504;2000;0
3103504;2004;0
3103504;2008;0
3103504;2012;0
3103504;2016;0
3104007;1992;0
3104007;1996;0
3104007;2000;1
3104007;2004;0
3104007;2008;0
3104007;2012;0
3104007;2016;0
3105608;1992;0
3105608;1996;0
3105608;2000;0
3105608;2004;1
3105608;2008;0
3105608;2012;1
3105608;2016;0
3106200;1992;0
3106200;1996;1
3106200;2000;1
3106200;2004;1
3106200;2008;1
3106200;2012;1
3106200;2016;1
3106705;1992;0
3106705;1996;1
3106705;2000;1
3106705;2004;1
3106705;2008;1
3106705;2012;1
3106705;2016;0
3111200;1992;0
3111200;1996;0
3111200;2000;0
3111200;2004;0
3111200;2008;0
3111200;2012;0
3111200;2016;0
3113404;1992;0
3113404;1996;0
3113404;2000;0
3113404;2004;1
3113404;2008;1
3113404;2012;1
3113404;2016;0
3115300;1992;0
3115300;1996;0
3115300;2000;0
3115300;2004;0
3115300;2008;0
